"Title","Location","Company","Field4"
"Medical Front Office","Fredericksburg, VA","Oracle Heart & Vascular","We are a growing multi-office cardiology practice that is searching for a dedicated, hard-working, Front Desk Receptionist. You will serve as the first impression for our practice. We have an opening, for the right candidate, in the Fredericksburg area.Job summary:Responsible for welcoming patients, in person and/or on the telephone. Maintain patient accounts by recording and updating personal and financial information with accuracy. Collect co-pays and payments. Schedule patient appointments in person and/or telephone. Safe, secure, and healthy work environment by following standards and procedures; complying with legal regulations. Medical Front Desk Skills:Able to listen effectively and express oneself in a clear and articulate mannerAble to multitask, prioritize and schedule tasks and activitiesAble to adjust approach to meet changing demands and situations including dealing with diverse peopleAble to develop good customer relationships with a focus on achieving customer satisfactionAttention to detail to produce accurate and high-quality work through concern for all areas involvedAble to maintain confidentialityAble to demonstrate teamworkMedical Front Desk Qualifications:High School DiplomaKnowledge with medical terminologyKnowledge of computer and relevant software applicationsKnowledge of general administrative and clerical proceduresWorking knowledge of healthcare insurance preferred"
"Software Engineer Intern","Rochester, NY","L3Harris3.3","Job Title: Software Engineer (Intern Various Locations)Job Code: CHQ20191610-34104Job Description:Apply computer science, engineering, and mathematical analysis concepts and principles in the development of software for the target applicationWork closely with cross functional members of the engineering organization to develop and evaluate interfaces between hardware and software, and operational performance requirements and design of the overall systemSupport and participate in all phases of the software development life cycle, including requirements analysis, design, implementation, integration, and test of embedded software for real-time control of advanced tactical radio equipmentDevelop software test procedures, software programs, and related documentationUtilize modeling tools and equipment to establish operating data, conduct experimental tests, and evaluate resultsParticipate in peer reviews, identify, track and repair defectsUtilize a variety of software languages (i.e., C++, C#, C, Java, Ruby, HTML5, XML, SQL, Perl, Python, Ajax, Qt) on Windows, Linux, mobile platforms, and embedded real time operating systems (VxWorks, Linux, QNX, Integrity, Windows CE, and others for Motorola, Intel, TI, and custom processor designs) Qualifications:Currently pursuing a Bachelors degree in Computer Science, Computer Engineering, Software Engineering, Electrical Engineering, Wireless Engineering, Information Security, Mathematics, Digital Arts & Sciences or related fieldGPA of 3.0 or greaterPreferred Skills:One or more of the following: C++, C#, C, Java, Ruby, JEE, HTML5, XML, SQL, Qt, Windows, .NET, Unix, Linux, SOA, RTOS, Real-Time Controls, Wireless, Software Security, Robotics, OOA/OOD, Hadoop, Android, Embedded Systems"
"Software Engineer","Wright Patterson AFB, OH","CALIBRE Systems4.0","﻿ Software EngineerCategoryInformation TechnologyJob LocationWright-Patterson AFB, OHTracking CodeHLS 3225-585Position TypeFull-Time/RegularCALIBRE Systems Inc., an employee-owned Management Consulting and Digital Transformation company, is looking for a Software Engineer to support our client at Wright Patterson AFB.Work independently and as part of a team to analyze issues and requirements and translate these into processes and/or software development tasksComplete application development services from initial requirements development to deployment to a production environment and continuing with sustainment throughout the application’s lifecycleWork with stake holders and business area subject matter experts to translate business requirementsWrite code to create single-threaded, multi-threaded or user interface event driven applications, either stand-alone and those which access servers or servicesWrite, modify and debug softwareMay be required to test and/or document software for application(s)Required SkillsRequired Skills:Ability and willingness to adapt to and learn new technologies and toolsAble to obtain and maintain a NACI required for the contractAble to obtain and maintain DoD required security certificationsDesired Skills:Experience with SharePointKnowledge of SDLC, CMMI processes, Software documentation and relational databasesRequired ExperienceBachelor’s degree or equivalent combined education and experience. Other education, commensurate experience and demonstrated ability of individual may be substituted3+ years web development experienceDemonstrated knowledge of Java, JavaScript, and Oracle databaseMust have or obtain a Security+ Certification within three weeks of hire.Must be a US CitizenCALIBRE and it's subsidiaries are an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at www.calibresys.com. Come join our dynamic team. #CALIBRECareers #SPEARCareers"
"Outpatient Therapist","Blaine, MN","Therapy Connections3.0","Licensed Outpatient Therapist, Blaine, MN Therapy Connections, LLC - Blaine, MNPosition Summary:  Outpatient Therapists (LICSW, LMFT, LPCC, LP) are responsible for providing therapy and/or counseling to assigned clients. Will consider a mature dedicated supervisee (LGSW,LPC & LAMFT). Options available for hourly client rate or commission.Organizational Summary: Therapy Connections, LLC, a small group practice, offers counseling, therapy, and Dialectical Behavior Therapy (DBT) services for individuals, couples, and families who would like assistance in dealing with issues, problems, or stressors in their lives. We are passionate about helping our clients to improve their lives and relationships. Client-centered, high quality clinical care is our focus. We currently have an opening for a seasoned professional who desires to build and maintain a psychotherapy practice in our Blaine location with a small group of like-minded professionals, and the assistance of administrative staffing. Therapy Connections accepts all major insurance panels, and credentialing assistance can be provided.Responsibilities: Comply with HIPAA laws regarding Protected Health InformationAdhere to Minnesota laws, statutes, and rules regarding the provision of mental health servicesAdhere to Minnesota laws, statutes, and rules regarding confidentiality and mandated reportingMaintain a weekly minimum of 20 billable client hours per weekMaintain a weekly minimum of one 6:00 PM, and (a different day) one 5:00 PM late client appointment availabilityEnsure protection and security of files, records, and dataMaintain client confidentialityConduct all professional activities in accordance with the Code of Ethics as adopted by the appropriate licensing BoardEnsure client charts are maintained in a timely fashionAttend staff meetings and monthly case consultation meetingsEnsure timely attendance to client sessionsQualifications: Minimum of a Masters degree and appropriate unrestricted licensure required (LICSW, LMFT, LPCC, LP)Good communicator and decision makerComputer skills and knowledge of office software packages (Word, Excel, email)Proficient in mental health problem analysis and assessmentKnowledge of HIPAA Laws relating to Protected Health InformationGood listener and empathic to others problemsAttention to detail with good organizational skillsUnderstand the importance of confidentialityStrong clinical and assessment skills, using current DSMPosition Requirements: Utilize state-of-the-art Electronic Health Record charting system (Procentive) for charting, calendaring, billing, tickets, etc. (training available)Ensure that all new client charting paperwork is completed accurately and promptlyMaintain three months advance Availability calendar in Procentive for scheduling purposesMaintain appropriate and timely authorizations, billing, charting, and paperwork as directed by insurance payers, required by professional associates, and directed by Therapy ConnectionsMaintain professional, ethical, and appropriate client and professional conduct in accordance with the highest standards of the profession, licensing boards, and State and Federal requirements.Required experience:Psychotherapy/Counseling services: 2 years"
"Facility Maintenance Associate","Whittier, CA","H Mart Logistics2.2","Job Type: Full TimePosition Type: Non-exempt Your Role as a Senior Facility Associate • Plan and oversee implementation of design for construction, renovation, and maintenance projects • Solve problems, schedule activities, coordinate inspections, manage safety regulations, manage on site meetings,  read blue prints, enforce quality control, be a team player, etc • Handle all aspects of on-site construction management • Select and coordinate contractors and vendors needed for project We Are Excited About You If You Have • Prefer 3+ years of work experience or equivalent certificates in retail construction • Proven ability to multi-task, work well under pressure, and follow direction • Proven ability to effectively operate computer software basics and Microsoft Office • Ability and willingness to travel within assigned territory as needed • Flexible availability to work during “peak” retail hours such as nights, weekends, and holidays  • Bilingual skills in Korean, Chinese, Spanish, or Vietnamese • Ability to use Auto CAD, Photoshop Illustrator, 3D Max and Sketch-UP  • Valid driver’s license"
"Wound Care Specialist-Traveler","Phoenix, AZ","American Medical Technologies (CA)4.6","Exciting opportunity available for a Nurse or Physical Therapist with wound care experience.  American Medical Technologies (AMT), a progressive company in the senior care setting, is the leading independent provider of wound care solutions for long term care (LTC) facilities in the United States. Servicing qualifying residents in 6250 LTC facilities, AMT is building on this success by developing new programs, products and services to improve the quality of care in the senior care market. With this exciting new direction, AMT is recruiting individuals who want to be a part of a high growth company focused on becoming the leader in senior care.  Job Description, Wound Care Specialist/Account Manager  AMT has high expectations for our team of professionals. We look for candidates with a strong work ethic, an outgoing attitude, good communication skills, high energy, the ability to work independently, and strong skills in selling and influencing decision-makers. AMT also wants candidates to be a good fit in the area of senior care, with a customer-centric approach and the clinical and professional expertise to make a significant contribution to both our customers and our company. Strengths in these AMT core values translates into excellent job performance and results in a successful career with AMT. The traveler position involves weekly travel to areas across the country for coverage throughout the work week (Monday- Friday) returning home for weekends. The traveler is responsible for booking all travel arrangements including airline, hotel and car as needed. A company credit card is not provided but reimbursement is timely and regular. Job duties include:  · Scheduling rounds with assigned LTC facilities to facilitate timely ordering of eligible products · Providing education to LTC staff on appropriate product utilization · Selling, securing and retaining new business in the LTC arena  Job performance is measured by customer satisfaction, volume of business managed and superior execution of the AMT vision: “Improving the quality of life of senior care patients through innovative and value based programs to support their long term care needs across all settings.”  Requirements for consideration include:  · Associate degree or higher  · Experience in wound care  · LPN/LVN/PTA or higher clinical designation  Additionally, special consideration will be afforded those with wound care certification and experience with Microsoft office and medical record software.  Compensation includes:  · Highly competitive base salary  · Bonus  · Paid expenses  · 401(k)  · Choice of medical, dental, and vision plans  · Fitness Reimbursement  American Medical Technologies a d/b/a of Gordian Medical, Inc. is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law."
"Software Engineer","Philadelphia, PA","Inspire4.4","POSITION SUMMARYTo build the world's most consumer-focused clean energy platform and inspire a connected movement of people towards a brighter energy future. This is Inspire's mission statement. Our goal, to reverse the relentless rise of Co2 and the GHG that cause man-made climate change. We offer the first comprehensive platform for the energy efficient smart home. A subscription service for smart devices, clean energy technologies, and energy management, coupled with pro installation and on-bill financing.Our Philadelphia office is looking for a Software Engineer to help us design and build high-quality software in our technology stack. You will learn our existing architecture, and quickly get immersed in ground-breaking problems at scale. You'll have a chance to contribute across our technology stack, work alongside great developers, rapidly ship features, and contribute ideas as part of a rapidly moving, product-driven organization.THE SOFTWARE ENGINEER HAS SIX MAIN RESPONSIBILITIESThe role of this Software Engineer is to help us design and build high-quality software in our technology stack.Work directly with the Product team on project planning and discoveryDevelop a deep understanding of the business case driving the workWork with the team to develop high quality technical solutions for the problem at handWrite codeTake a technical leadership role on systems and small teamsEXPERIENCEMust Have3+ years experience developing software for production systemsSolid understanding of modern web technologiesExperience developing applications in AWS or similar infrastructureExperience with a frontend framework like React or VueExperience building APIsExperience in 1 or 2 of the following languages: Ruby, Python, Java, Javascript or TypescriptNice to HaveExperience working with RailsExperience with relational database and performance tuningExperience with React NativeABOUT USDisrupting the one-size-fits-all utility model, Inspire's groundbreaking smart home subscription seamlessly combines personalized clean energy plans with best-in-class smart devices. Using the Inspire app, members can self drive their smart homes from anywhere, and select automated settings to use less energy while earning rewards. Inspire strives to make every home a smart home, powered by clean energy. Inspire's mission is to drive forward a brighter energy future by simplifying consumer adoption of clean energy and smart home technologies.Through continual innovation and scaling of connected device interoperability; clean energy supply, generation and storage; and intelligent, decentralized grid services, Inspire is building the world's first fully-integrated clean energy company.Launched in January 2014, Inspire homes have used the clean power production equivalent of 121 wind turbines since inception. Driven by a team of mission-driven Avengers in Philadelphia and Santa Monica,, Inspire prides itself on a culture of ownership, teamwork and stalwart obsession with ""crushing it!""CULTURE & PERKSInspire's culture balances the serious nature and tone of a professional company with the move-fast-and-execute tone of a rapidly growing emerging tech company. We believe in working hard and producing, but doing it in a positive and friendly environment where collaboration is rampant. Inspire calls its employees Avengers. It's a team out to even the score on behalf of the common man, to challenge the status quo and confront apathy and old-world bureaucracy.Every Avenger lives for the mission: To build the world's most customer-focused clean power platform and inspire a connected movement towards a brighter energy future. Avengers are scrappy, restless, humble and committed to balancing passion with purpose and profit.Inspire offers competitive compensation and equity packages, plus benefits such as health, vision, life, and dental insurance - Not to mention, unlimited vacation, 401(k) plan, and LOTS of cupcakes!"
"Software Developer","Lawrenceville, NJ","Billtrust4.1","What you'll doAs a Developer, you will design, implement and support artificial intelligence components for our product platforms. As part of an Agile team, you will analyze/clean data sources, perform feature engineering and create scalable machine learning models. You will interface with internal teams, such as Product, Quality, MRO and DevOps, to help bring enhance and extend our current machine learning capabilities. You will also have the opportunity to help evolve our machine learning expertise, processes and machine learning products. Design machine learning systemsResearch and implement appropriate ML algorithms and toolsRun machine learning tests and experimentsTrain and retrain systems when necessaryExtend existing ML libraries and frameworksEnsure that machine learning components are testable and maintainable on our platformBe actively involved in ensuring we ship quality, performant productsKeep abreast of developments in the fieldShare your knowledge and experience with the teamPeer review other team members’ workWhat you'll bring to the team An attitude where no technical challenge is too greatOutstanding analytical and problem-solving skillsDeep knowledge of math, probability, statistics and algorithmsExcellent communication skillsAbility to work in a team in a fast-paced, product-centric environmentProven success in designing, coding and implementing scalable machine learning software Ability to write robust, high quality code in Python and RFamiliarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)Understanding of Agile techniquesWell-honed skills in source control management using Git or similarExperience with AWS, Azure or a similar cloud platform nice-to-haveBSc in Computer Science, Mathematics or similar field; Master’s degree is a plusWhat you'll get Competitive salary, stock options and 401(k) with company match: We appreciate our employees and we make sure they know it. Benefits: We offer each individual employee a healthcare package that is 100% paid for by Billtrust.Open PTO: Work-life balance is important. We believe in giving our employees time to truly relax and recharge.A Lively Culture: Ping-pong, bean bag toss, hackathons - We enjoy friendly competition.Casual Dress: Every day is “Casual Friday’, we want you to be comfortable when you come to work.Minimal Bureaucracy: An entrepreneurial environment of ownership and accountability allows you to get work done.Who we areLearn about our engineering culture here.Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Invoice-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $30B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently. For the past 18 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture - We encourage employees to have autonomy, think creatively, share ideas – even with our CEO – and to challenge the status quo every day without a lot of red tape."
"Software Developer","Cambridge, MA","Clinical Research IO3.9","Clinical Research IO (CRIO) is a fast-moving start-up company in Kendall Square working to transform the clinical research industry with the latest in cloud and tablet technology. We’re looking for a savvy, detail-oriented software developer to help us build our next generation product.Even in an age of smart-phones, most clinical research today is hand-written on paper and stored in clunky binders. Our system allows doctors and study coordinators to enter that same information into an interactive, easy-to-use tablet and cloud platform. We accelerate clinical research and make it more efficient - life-saving drugs and medical devices can be analyzed, FDA approved and reach those who need it faster. As a software developer, you will be responsible for developing core features of our product using Java, MySql, HTML5, JQuery, Android, IOS/Swift and other cutting technologies. You'll be working hard for sure, but you'll also learn a tremendous amount and get to experience the joys and challenges of working in a fast-paced and highly entrepreneurial internet company.  If you consider yourself in the top %1, then please send your resume and why you think you would be a good a fit. Learn more about our company at www.clinicalresearch.io.To apply for this position, please send a cover page and resume to: jobs@clinicalresearch.io"
"Night/Weekend Dispatcher","Caddo Mills, TX","American National3.1","AMERICAN NATIONAL LOGISTICS is an asset based trucking company and brokerage is looking to hire an experienced Nights/Weekends Dispatcher for our Caddo Mills, TX terminal.  Must have a minimum of two (2) years prior experience as a dispatcher within the transportation industry;Must maintain professional communication with shippers and consignees;Must be detail-oriented and organized; possess good communication skills; grea multitasking skills;Strong experience and knowledge with DOT and FMCSA a plus;Experience with McLeod software a plus;Must be able to work nights/weekends and have schedule flexibility; andEmail and phone communication and basic computer knowledge required.FULL-TIME and PART-TIME positions available.Benefits (401k, health, and paid time off).Workplace perks.Paid weekly!"
"Software Engineer","Elk Rapids, MI","Star Cutter2.2","General SummaryThe Software Engineer will contribute to the future success of the company by significantly contributing to the engineering processes necessary for the manufacturing and performance of on time, on quality, machine tools. ResponsibilitiesDesign, implement, maintain, and improve software programs and documentation for the programming and control of machine grinding paths.Plan and implement research methodology and procedures to apply principles of software engineering to engineering projects.Prepare specifications for future software development.Confer with other engineers, sales, and customers, to discuss existing or potential engineering projects and products surrounding software.Final output is required to be a reliable product that is complete with a detailed documentation package upon project completion Knowledge and SkillsProgramming/coding skills using primarily Visual Basic is required. Experience with JAVA, XML and .NET are also a plus.Knowledge of G Code language and Fanuc Macro B Programming is desired.Ability to operate with minimal supervision, evaluate risk and make appropriate decisions.High energy self-starter who is enthusiastic and motivated to create growth opportunities.Solid written and verbal communication and presentation skills to interface with external sales teams and customers.The ideal candidate will have a proven track record in engineering leadership with the ability to develop detailed specifications and implement standard engineering practicesEducation RequirementsAS/BS in Engineering with technical experience in software design related to manufacturing.Experience Requirements NUM and Siemens control experience a plus.Product experience in a manufacturing company.recruiting@starcutter.comcareer@star-su.com"
"Software Engineer","Omaha, NE","Stillwater Insurance3.6","Software EngineerOmaha, NEJoin our hardworking, collaborative team where your contributions will be celebrated and valued.WhyStillwater? We’re a national insurance provider that offers a full suite of insurance products and services. We strive to be the most respected insurance provider in the United States and that respect starts with our employees.Position Overview:The successful Software Engineer will code, unit test and implement software updates to core iSeries systems platforms.This includes maintenance of DB2 database tables, queries to extract data from the databases and quality assurance of all code changes made to the platform. Primary Duties:This is an entry level position where we are willing to train the right candidate. Code and maintain RPG, CL and SQL on the iSeries platform. Trouble-shoot existing code and identify root cause of systems issues is a must. This position requires after hours on call support should critical systems fail.Accurately report status of all tasks is required. Develop ad-hoc reports to support business needs. Other: Bachelor's Degree (BS) from four-year college or university, or one to two years of related experience and/or training, or equivalentcombination of education and experience.  Proficient on spreadsheet and word processing software.  Ability to read and understand code developed by others.  Ability to work with more experienced software engineers to craft appropriate solutions.  Commitment to excellence and high standards.  Excellent written and oral communication skills.  Strong organizational, problem-solving, and analytical skills.  Ability to manage priorities and workflow.  Versatility, flexibility, and a willingness to work within constantly changing priorities with enthusiasm.  Acute attention to detail.  Demonstrated ability to plan and organize projects.  Ability to work independently and as a member of various teams and committees.  Proven ability to handle multiple projects and meet deadlines.  Creative, flexible, and innovative team player.  Ability to work on complex projects with general direction and minimal guidance.  Working knowledge and understanding of the basic principles, theories, concepts, and practices in the applicable area of engineering/technical specialization.  Proven ability to write clear technical documentation.  Must be able to speak, read, write, and understand the primary language(s) used in the workplace. Stillwater offers:The convenience of working from an office located near I-80, close to shopping and dining Medical, dental, vision and life insurance benefits to keep you and your family protected. 401(k) Plan to help you plan for your retirement. On site Gym/Fitness facility to support your commitment to staying healthy. Generous Paid Time Off (PTO) program to help you maintain your work/life balance. Apply today to start your journey of being celebrated and valued with Stillwater Insurance Group.Offer is contingent upon a favorable response from both a pre-employment background investigation and a drug screen.Stillwater Insurance Group is an equal opportunity employer and a drug free workplace."
"Software Engineer","Dover, NH","Liberty Mutual Insurance3.3","Software EngineerThe Cloud Providers Azure team within IT Hosting SecureDevOps Platforms is actively searching for a Senior Software Developer who is enthusiastic about learning and contributing to the Azure platform. The Cloud Providers Azure team enable development teams by providing a secure, easily consumable, and cost optimized cloud ecosystem.This role on the Cloud Providers Azure team will focus on the customer experience through the development, maintenance, and support of services that enable application teams to deliver secure solutions in the cloud. Candidates will need to demonstrate the willingness to take on many different types of tasks and possess a developer mindset interested in the latest coding technologies.This is a range posting and the description is posted as a Grade 16. However, candidates will be considered for Grades 14 and 16. The actual internal level/grade for this role will depend on the candidate's overall experience and skill level.About the job:Performs the following moderately complex to complex activities:Develops effective, defect free source code that meets business requirements and team standards.Develops in unit test cases development.Develops complex test scripts.Conducts impact analysis.Develops component design.Contributes to technical alternatives.Develops production support documentation.Interacts with customers and development team to gather and define requirementsWorks within the team on iterative development that delivers a high-quality product.Executes all levels of testing (System, Integration, and Regression)Analyzes user stories for validity and feasibilityProvides functional/system integration testing support.Performs Quality Assurance coding and design review defects or discrepancies in requirements identified and resolved with appropriate partners and stakeholders.Mentor new developers and junior developers. Identify and recommend appropriate continuous improvement opportunities. Completes other project work or tasks as assignedParticipates in service desk and on-call rotationsDesired Skills:Knowledge of Java / Spring, .Net is desiredKnowledge of Service based (API) developmentKnowledge of Continuous Integration and Continuous Delivery (CI/CD) conceptsKnowledge of native cloud full solution development, Azure or AWS application deploymentKnowledge of Cloud resource template development concepts, Azure resource manager or AWS Cloud Formation TemplateBenefits:We value your hard work, integrity and commitment to positive change. In return for your service, it's our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/BenefitsOverview:At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.We're dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual."
"Service Sales Representative","Saint Louis, MO","Brabazon Pump, Compressor & Vacuum2.7","Brabazon Pump, Compressor & Vacuum is one of the nation’s largest independent distributor of industrial pumps, air compressors and industrial vacuum equipment and manufacturer of air dryers through their subsidiary, Pure-Aire, LLC. To best serve our customers, we have service centers in Wisconsin, Minnesota, Illinois, Missouri, and Michigan’s Upper Peninsula. Brabazon services all makes/models of compressors and related equipment including Sullair, Ingersoll-Rand, Atlas-Copco, Kaeser, Quincy, Gardner Denver, and more.Brabazon is currently seeking a professional, highly motivated Service Sales Representative for our St. Louis, MO market. The territory is regional which allows you to be home each night. Air compressors are used by nearly every manufacturer – large and small – as well as service centers, municipalities, etc. Prospecting and developing new accounts is essential to the role. The right candidate needs to possess excellent organizational and follow-up skills. Brabazon is a family owned business since 1978 that “feels” like family. Our owners are down-to-earth, caring and approachable who possess the mindset of growth with work/life balance. Employees enjoy a friendly, team oriented, supportive atmosphere while providing exceptional service to our customers. As a result, our customers receive quality, energy efficient solutions to their industrial air system issues without limitation to brand or type of pump, compressor, or vacuum equipment they have on site. Benefits include company vehicle allowance, health, dental, vision, life and disability insurance, flexible spending account, PTO, holiday pay and a 401(k) program with an 80% employer match on the first 5%.We pride ourselves in hiring individuals who will maintain professional, courteous, honest and helpful relationships with all existing and potential customers. If you are interested in joining a growing company who is a leader within the industry through providing solutions to our customers and a safe environment to our employees, then this is the right opportunity for you!Responsibilities:Generating sales of repairs, parts, and service agreements in assigned territory.Cultivating and developing new customers.Preparing proposals and presenting service solutions to customers.Maintaining customer relationship manager (CRM) software.Solid follow-up skills to ensure customer satisfaction.Meeting and/or exceeding sales targets and goals.Requirements:High School Diploma or GED equivalent required; 2 or 4 year technical degree is preferred.Solid sales skills; outside sales experience preferred.Strong communication skills and the ability to relate well to people of diverse backgrounds and professional orientations – from Maintenance personnel to Engineers as well as Owners and Managers.Self-Starter with great time management skills.Must have a valid driver’s license with a reliable vehicle and proper insurance.Service Technicians with industrial equipment experience who are interested in getting into sales are invited to apply.We will train you how to identify opportunities to save our customers’ time and money. Experience is a plus but not necessary.We pay a base with an industry leading commission structure which allows you to begin earning commission immediately with unlimited potential."
"Full-stack Software Developer","Salt Lake City, UT","Mavenlink4.6","Mavenlink is looking for talented software developers to join our Salt Lake office. We have a great team in Salt Lake, and you'll be joining in the early days, with a chance to influence the culture. You'll step into a supportive environment praised by our engineers for its focus on continuous learning.Here’s how our engineering culture will support your career growth:Pair Programming“We work twice as fast and produce better code because, with two minds working together, you find solutions you wouldn’t have seen if you were working by yourself.”Amanda Holl, Software EngineerContinuous Learning“I don’t just want to learn so I can be the best, I want to learn so I can teach the people sitting next to me—so we can all grow.”– Adam Ellsworth, Software EngineerCoaching and Mentorships""Every engineer here has a 'coach' - an active, practicing engineer providing mentorship and support to help their 'coachees' grow their careers.""– Andy Leavitt, Director of EngineeringOpen Communication“We teach team members how to give and receive feedback. I feel like the things I say are heard and acted on, and I have an opportunity to act on them myself.”– Paulette Luftig, Software EngineerFull-stack development“We have open architecture meetings that everyone is invited to, which we can do because everyone is full stack, and we all know how the pieces fit together. There are very few blind spots this way.”–Maggie Sheldon, Senior Director of ProductAs our product and customer base grow, we’re seeing interesting technical challenges. We’ve recently finished:Moving from Sprockets to Webpack/YarnReal-time streaming of all database events to time-sensitive application systemsAutomated containerized staging deployment of every green developer buildUpcoming challenges include:Developing a rich & sophisticated React component architectureEvolution from a single Rails app to cohesive, decoupled servicesAuto-scaled, self-healing production KubernetesJoining Mavenlink, we’ll guide you toward the challenges that interest you.Skills & RequirementsThough we will eventually re-open our recruiting to early-career candidates, at this time we're only considering candidates with 2+ years of experience.Experience in our stack is not a requirement.We value empathy, communication, and care for our colleagues."
"Project Engineer","Oak Harbor, WA","LangCo NW, Inc.","LangCo NW, Inc. now hiring full-time Concrete Construction Project Engineer.  LangCo NW, Inc. is an award winning, nationally recognized concrete construction company that provides services for large scale projects; i.e. Industrial buildings, commercial building construction, concrete tilt-ups, Post Tension Systems, curb and gutter projects, slabs and super flat floors, military projects, and a variety of other jobs.  You can view more about our company by visiting our website: www.LangCoNW.com  JOB DESCRIPTION:  The Project Engineer will be responsible for providing assistance to Project Managers and Superintendents with project related documents and other project related tasks.  Essential Functions include:  · Assist with project estimating and research.  · Use of On-Center estimating software to guarantee accurate project take-offs.  · Analyze Subcontractor and material quotes for completeness and accuracy.  · Thorough knowledge of contracts and clauses in contracts.  · Assistance in producing subcontracts. Work with the Business Office to execute and ensure all required documentation is in place.  · Strong attention to detail and ability to track, manage, evaluate, update and communicate project schedule.  · Strong communication skills. Ability to handle multiple projects with attention to detail.  · Create and keep up to date RFI logs to record and monitor the status of RFI’s and distribute to appropriate parties.  · Create and keep up to date shop drawing / submittal log to record and monitor the status of submittals required by contract documents, owner, and GC to keep project on schedule.  · Maintain change order tracking system to include documenting changes, request for pricing, submission to owner for approval and notification of how to proceed. Process appropriate subcontractor change orders.  · Attend weekly job site meetings and prepare meeting minutes outlining items discussed, open issues and required actions by all parties.  · Other duties as assigned.  REQUIRED QUALIFICATIONS:  Degree in construction management or similar degree / experience. Strong emphasis in concrete construction, steel building construction, concrete tilt-ups, and large military / industrial projects preferred.  Strong, professional communication skills; both written and oral.  Computer skills. Knowledge of basic Microsoft Office programs and platforms.  Construction Estimating Software. We utilize On Center.  Ability to multitask and handle multiple projects at once.  Exceptional interpersonal skills to effectively work with multiple Project Managers and Superintendents.  Act in a manner of utmost integrity that shows support for the company, its core values and the entire workforce.  PREFERRED QUALIFICATIONS:  Working knowledge and expertise of concrete industry building systems, techniques, and concepts preferred.  A background in Design-Build is preferred.  COMPETITIVE SALARY & BENEFITS:  Our office is located on beautiful Whidbey Island. Telecommuting may be an option.  Competitive Industry Compensation  401K with employer matching.  Company provided mobile phone and database platform.  Comprehensive benefits packages.  Paid time off. Salary requirements are negotiable. Please submit your resume with cover sheet and references:  By Fax: (360) 679-3740  By Mail: PO Box 2414, Oak Harbor, WA 98277"
"Software Developer","Watertown, MA","Mini Ruby Contemporary Childrenswear","At Mini Ruby, we understand how challenging it is to find the time to shop for our kids and to find new and unique styles. We aim to make shopping easy and enjoyable. We currently carry premium brands of boys, girls and baby clothes from all over the world including shoes, accessories, activewear and gift items and will continue to add brands that reflect our styles.From your first day as a Mini Ruby employee, you will be driving change in the shopping patterns for childrenswear. As part of a startup in a growing market, you will be involved in a variety of tasks across marketing, technology, logistics, and finance.If you are someone who cares deeply about design, has an unyielding sense of quality and is committed to delivering the best experience, please read on.RoleWork with Mini Ruby founders on website technology and backend programmingTake ownership of key technology workstreams including feature additions and efficiency improvementsCreate statistical decision tools to help improve buying decisionsCreate a testing framework for site featuresRequirementsAdvanced knowledge of HTML5, CSS3, JavaScript (ES2015/ES6), Python/PHPWorking knowlegde of Shopify API, Shopify Experts a plusKnowledge of cloud platformsKnowledge of databasesCommand of web standards and cross-browser compatibilityExperience working with Git and the workflows associated with it (branching and merging)Familiarity with Adobe PhotoshopStrong design sensePreferred SkillsExperience with 3D graphics engines such as Blender, Maya, UnityExperience wtih PhotoshopKnowledge of Marvelous Designer or Optitex is a plusExperience with A/B Testing tools such as Google Optimize, Optimizely, Adobe Target, etc.We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
