"job_title","company","location","description"
"Systems Engineer","Onepath","Smyrna, GA 30080","Onepath is looking for a Systems Engineer to join our team.General ResponsibilitiesThe Network and Systems Engineer is able to troubleshoot and resolve advanced desktop, server, and network issues. Serve as an escalation point for all levels of Systems Administrators. Able to handle most user and server issues before finding it necessary to escalate.Assist clients with the installation, configuration and ongoing usability of desktop computers, peripheral equipment and software.Physical setting up of computers and software system installation for various computer applications and programsInstall software, patches, updates on desktops, and laptopsTroubleshoot network, software, and printing problemsInstalls and/or upgrade Microsoft Operating SystemsPerforms virus detection and removalReview quarterly preventative maintenance assessments on client servers using Onepath standards and processesAdherence to Onepath processes and standardsResolve backup issues that may include written client recommendations for alternative backup methods as well as the escalation point for complicated backup issuesPerform active role with Senior System Engineers on projects, i.e. server and firewall installs, migrations, voip installations, setup VPN, etc.Experience with setup and maintenance of uninterruptible power suppliesNetwork switch and server room cable managementParticipate in project planning , delivery of solutions; answering technical and procedural questions for less experienced team members; teaching improved processes; mentoring team membersBasic firewall configurationQualificationsSystem Engineers must possess excellent analytic skills, be client-oriented with excellent customer service and communication skills.Proficient in Microsoft OfficeAbility to multitask and prioritize client issuesMust be a team playerHands-on experience with Windows server, Active Directory, Exchange servers, Symantec Antivirus, Backup Exec, Internet DNS/E-mail/Communication issuesSuccessful completion of designated MS CertificationsOnepath is the one source for all things to do with designing, deploying, and supporting technology – from cable to cloud. Whether it’s installing digital menu boards at quick serve restaurants across the U.S., or systems integration for one of the nation’s newest stadiums, or providing IT support and managed services for fast-growing businesses – Onepath is the easier way to get hard things done.In 2017 Onepath became a three time winner of Atlanta’s Top Workplaces Award. Onepath offers a competitive wage and complete benefits packet including 401k Plan, Paid Holidays and Paid Time Off.Apply today to join the Onepath Team!"
"Associate Systems Engineer","Capital Group","Washington, DC 20024","Capital Group is seeking an Associate Systems Engineer to support our federal sector clients. Specific responsibilities may include:Applying software, hardware, and standards knowledge in the analysis, specification, development, integration, and acquisition of mission-critical systems;Providing customer support to ensure proposed designs comply with applicable policies, orders, and/or standards;Performing lifecycle systems engineering to identify and manage requirements for deployment and transition, integrated logistics support, sustainment, and technology evolution improvements;Supporting Reliability, Maintainability, and Availability (RMA) analyses;Assessing and evaluating various technical architectures;Identifying and analyzing requirements, assessing system designs and architectures, and planning and evaluating test activities to verify that vendor-provided solutions meet requirements;Performing functional and system analyses to translate stakeholder needs into a traceable set of functional and system requirements; andSupporting risk management activities to identify and analyze the uncertainties (i.e., risks) of achieving program objectives and developing mitigation strategies to reduce the likelihood and consequences of those uncertainties.Required Qualifications: Bachelor’s Degree in Computer Science, Information Technology, Engineering, or related field.One (1) or more years of relevant experience.Candidate must demonstrate excellent oral and written communication skills; strong financial, analytical, and problem-solving skills; proficiency in Microsoft Office Suite (i.e., Word, Excel, PowerPoint); capacity to adapt to a fast-paced, dynamic environment; and the ability to work well on a team.Special Requirements:  Must be a US citizen and meet eligibility requirements for a US Public Trust.Travel:  0-20%, within the Washington DC-Metropolitan area.Benefits:  Capital Group offers competitive wages and provides excellent benefits. We offer a 401(k) plan, a health plan that includes dental and vision benefits, paid time off, company social and charity events, and much more.Job Type: Full-timeExperience:relevant: 1 year (Required)Education:Bachelor's (Required)Application Question:Please provide a copy of your most current academic transcript, as able.Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planParental leaveProfessional development assistancePaid time off"
"IT Support Technician","Sovena USA","Rome, NY 13441","We are seeking an IT Support Technician to integrate with our global It Team. This position will be responsible maintenance and allocation of equipment and managing user requests. Maintain IT landscape comprised of: servers, network devices, PC's, printers, scanners, and portable handheld terminals. Troubleshoot hardware, software, and network issues on site or by phone when necessary. Coordinate the RMA and repair process for all devices under warranty. Manage and track all the IT assets. Work with 3rd party contractors. Participate and implement policies and projects.Qualifications: Knowledgeable of set up and installation of computers, servers, and networking equipment. Proven skills on repair, troubleshooting, and deployment in a multiuser environment. Experience with Microsoft Office applications as well as Windows Operating Systems. Understanding of networking concepts such as DNS, DHCP, Email, HTTP, SSL, OSI Model, and TCP/IP protocols and applications. Experience with data cabling, computer facilities maintenance. Expertise in one or more specialized areas of IT such as Microsoft Administration, Cisco Networks, etc. A+, Network+, MCSE, CCNA or other industry standard certifications. Four plus years of experience.We offer a competitive wage, excellent benefits package including: medical, dental, and vision insurance, 401k with company match and profit sharing and bonus program.Job Type: Full-timeExperience:IT Support: 4 years (Required)"
"Microsoft Desktop Engineer/Senior Engineer, IT Desktop Services","American Airlines","Fort Worth, TX","Location: DFW Headquarters Building 8 (DFW-SV08)Additional Locations: NoneRequisition ID: 34429 IntroAre you ready to explore a world of possibilities, both at work and during your time off? Join our American Airlines family, and you’ll travel the world, grow your expertise and become the best version of you. As you embark on a new journey, you’ll tackle challenges with flexibility and grace, learning new skills and advancing your career while having the time of your life. Feel free to enrich both your personal and work life and hop on board! Why you'll love this job​This job is a member of the Information Technology Team within the Information Technology Division.Responsible for all aspects of Microsoft stack based Infrastructure Services and Desktop hardware. This includes research, design, test, and deploy technologies being researched by the desktop organization at American Airlines. Majority of the focus will be on Desktop hardware and peripherals that will be utilized to streamline the desktop infrastructure. What you'll doPerforms lifecycle management for operating systems and applications using the Microsoft System Center suite of products (maintain hotfixes, service packs, software deployments)Researches, designs, deploys, and tests Desktop hardware and Windows operating systemsInstalls, upgrades, and supports the enterprise desktop imageCreates, updates, test, and deploys software packagesTroubleshoots issues related to the desktop imaging process or methodologyResponds to the needs and questions of users concerning access of resources on the networkPerforms as tier three\\four level support engineer to troubleshoot and resolve complex enterprise level issuesAssists in the selection and recommendation of standardized equipment selectionCreates and maintains architecture, design, and installation documentationStays abreast of new technologies as it applies to business needs All you'll need for successMinimum Qualifications- Education & Prior Job Experience​Bachelor’s degree in Computer Science, Computer Engineering, Technology, Information Systems (CIS/MIS), Engineering or related technical discipline, or equivalent experience/training3 years of system administration experience on Windows OS 2012 20163 years of experience as a Desktop Hardware EngineerPreferred Qualifications- Education & Prior Job Experience​ 5+ years of experience as a Desktop Hardware EngineerSkills, Licenses & Certifications​Experience with Microsoft System Center, scripting, PowerShell and other automation processes and solutionsUnderstanding of networking fundamentals and working knowledge of firewalls, load balancers, etc.Experience with imaging technology and processesExperience with virtualization technologiesProficient in authoring, editing, and presenting technical documentsExperience in supporting a DevOps environment using tools such as GIT, Jenkins, Maven, etc.Basic understanding of J2EE design patterns and best practicesAbility and desire to troubleshoot complex issues and explore detailsAbility to exercise sound judgment in ambiguous technical situationsAbility to draft and formalize technical documentationAbility to effectively prioritize multiple projects simultaneouslyExperience in Agile methodologies, such as SCRUM What you'll getFeel free to take advantage of all that American Airlines has to offer:Travel Perks: Ready to explore the world? You, your family and your friends can reach 365 destinations on more than 6,800 daily flights across our global network.Health Benefits: On day one, you’ll have access to your health, dental, prescription and vision benefits to help you stay well. And that’s just the start, we also offer virtual doctor visits, flexible spending accounts and more.Wellness Programs: We want you to be the best version of yourself – that’s why our wellness programs provide you with all the right tools, resources and support you need.401(k) Program: Available upon hire and, depending on the workgroup, employer contributions to your 401(k) program are available after one year.Additional Benefits: Other great benefits include our Employee Assistance Program, pet insurance and discounts on hotels, cars, cruises and more Feel Free to be yourself at AmericanFrom the team members we hire to the customers we serve, inclusion and diversity are the foundation of the dynamic workforce at American Airlines. Our 20+ Employee Business Resource Groups are focused on connecting our team members to our customers, suppliers, communities and shareholders, helping team members reach their full potential and creating an inclusive work environment to meet and exceed the needs of our diverse world.Are you ready to feel a tremendous sense of pride and satisfaction as you do your part to keep the largest airline in the world running smoothly as we care for people on life’s journey? Feel free to be yourself at American.Additional Locations: NoneRequisition ID: 34429"
"Senior Software Engineer - VDB","Invitae","San Francisco, CA 94107","About our team:We are a cross-functional team of scientific domain experts and full-stack engineers. We build systems that take massive amounts of genomic data, combine it with the world's scientific literature, add to it years of rigorously curated results, and package it all neatly for our scientists to consume. It's a lot of information. As the data gets bigger, our systems need to get better and faster. That's where you come in.What you will do:Become a core member of a team dedicated to overcoming the current limitations in the interpretation of genetic variation, making more genomic information actionable for patients.Design and implement new features and services that help expand our core capabilities and scale our software infrastructure.Write clean, well-structured and well-tested code in PythonParticipate in code reviews to ensure code quality and distribute knowledgeBe part of a well-formed, agile teamWhat you bring:Industry experience working with genetics, molecular biology, or NGS applicationsExperience contributing and reading from large, shared code repositories with a preference for Python/DjangoDemonstrated ability to apply and integrate software development with geneticsExcellent written and verbal communication skills.Data-driven, automation-oriented mindsetSolid understanding of databases (MySQL, PostgreSQL, NoSQL, etc.)Knowledge of AWS services and UNIXTop-notch communication skills. Experience with distributed teams is a plus.Preferred: Strong background in genetics or molecular biology (PhD, MS, or equivalent experience)Preferred: Bachelor's in computer science or related field.Preferred: Experience building distributed and scalable systems.At Invitae, we value diversity and provide equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance."
"Platform Software Engineer","Collins Aerospace","Huntsville, AL 35824","Date Posted:2019-10-18-07:00Country:United States of AmericaLocation:HAL31: Huntsville, AL 420 Jan Davis Drive , Huntsville, AL, 35806-4545 USAAt Collins Aerospace, we're dedicated to relentlessly tackle the toughest challenges in our industry – all to redefine aerospace.Created in 2018 through the combination of two leading companies– Rockwell Collins and United Technologies Aerospace Systems – we're driving the industry forward through technologically advanced and intelligent solutions for global aerospace and defense. Every day we imagine ways to make the skies and the spaces we touch smarter, safer and more amazing than ever. Together we chart new journeys, reunite families, protect nations and save lives. And we do it all with some of the greatest talent this industry has to offer.We are Collins Aerospace and we hope you join us as we REDEFINE AEROSPACE.Our Avionics team advances aviation electronics and information management solutions for commercial and military customers across the world. That means we're helping passengers reach their destination safely. We're connecting aircraft operators, airports, rail and critical infrastructure with intelligent data service solutions that keep passengers, flight crews and militaries connected and informed. And we're providing industry-leading fire protection and safety systems that our customers can count on when it matters most. Are you ready to learn from the most knowledgeable experts in the industry, develop the technologies of tomorrow and reach new heights in your career? Join our Avionics team today.Collins Aerospace makes modern flight possible. Of course, that wouldn't be possible without the capabilities and technologies of our organization, as well as our engineers – a highly skilled, accomplished network that spans more than 180 sites, 24 countries and 6 Strategic Business Units (SBUs).Our industry-leading experts are setting the standards for the aerospace industry and paving the way for the future. But as new challenges present themselves, we need fresh, creative and motivated minds to overcome these hurdles, help us break barriers and achieve new levels of innovation. Do you have what it takes to join a global, diverse organization that doesn't shy away from big opportunities? If so, we invite you to join our ranks and create the next generation of aerospace technologies.Together, we will nurture an engineering culture that values intellectual curiosity, risk takers and integrity. A place where we will challenge ourselves, our teams, and the status quo and where we will work to find a way – the right way – to achieve what others can only dream of.Role OverviewCollins Aerospace is seeking an Engineer, disciplined in Software Engineering, for our low-level platform software team located in Huntsville, AL. This organization is responsible for developing and supporting real-time embedded software for numerous processing platforms used in our military and commercial avionics products and cockpit display systems. Solutions include Collins industry-leading, civil certifiable, true multicore processing environment.Primary Responsibilities:Design, demonstrate, develop, and maintain flight-critical embedded software for military and commercial aviation solutions and avionics productsProvide technical leadership to assigned cross-functional engineering project team responsible for the design, development, and verification of real-time embedded softwareSpecify requirements, software implementation, test case development, verification test execution, and certificationDevelop, coordinate, and conduct complex tests and debug systems that contain logical and mathematical solutionsConduct multidisciplinary research and collaborate with systems and hardware architects in the planning, design, development, and utilization of embedded processing systemsMentor software developers in technical and process-related areasProduce platform software solutions and device drivers for operating system boot, Board Support Package (BSP), file systems interfaces, health monitor, network communication, etc.Develop solutions that satisfy numerous avionics industry standards, such as POSIX, ARINC-615A (data load), ARINC-653 (application interface), ARINC-661 (display interface), IEEE 803.2 (ethernet), and ARINC-664 (AFDX)Work with cutting-edge technologies, such as multicore processors, hypervisor systems, and systems-on-a-chipQualifications:Bachelor's degree in the appropriate discipline (STEM degree is highly preferred) and 5 years of relevant experience or an advanced degree in the appropriate discipline and 3 years of relevant experience. In the absence of a degree, 9 years of relevant experience is requiredExperience in writing software requirements, software design and implementation, functional and integration testing, writing test cases and test procedures, and software delivery supportEffective and easily-engaged communicatorExcellent interpersonal skills and ability to work with various teamsDemonstrated ability to identify complex problems, evaluate options, and develop solutionsEnergetic and proactive self-starter that builds sound, collaborative relationshipsC / C++ programming experienceProficiency with modern software development best practices and configuration management toolsStrong background in development of low-level software and concurrent processing solutionsPreferred Qualifications:Experience with DO-178B/C (DAL A or B preferred)Experience with real-time operating systems (VxWorks, LynxOS, GHS)Experience with designing architecturesExpertise leading low-level software development and verification tasksBasic Qualifications:This position requires a Bachelor's degree in the appropriate discipline and 3 years of relevant experience. In the absence of a degree, 7 years of relevant experience is required.At Collins, the paths we pave together lead to limitless possibility. And the bonds we form – with our customers and with each other - propel us all higher, again and again.Some of our competitive benefits package includes:Medical, dental, and vision insuranceThree weeks of vacation for newly hired employeesGenerous 401(k) plan that includes employer matching funds and separate employer retirement contributionTuition reimbursementLife insurance and disability coverageAnd moreApply now and be part of the team that's redefining aerospace, every day.United Technologies Corporation is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class.Privacy Policy and Terms:Click on thislink to read the Policy and Terms"
"Senior Software Engineer","Invitae","San Francisco, CA 94107","Invitae is a healthcare technology company that leverages genetic information to empower doctors and patients to make informed medical decisions. Our software engineers work on a variety of projects ranging from innovations in healthcare systems to taming the chaos of biology. We're constantly improving our tools and technologies to deliver the highest quality actionable information for patient health. If you want to apply your knowledge and skills to improve the lives of millions of people join our team.About our team:Invitae needs experienced engineers with diverse backgrounds to help us achieve our mission - provide genetic information to billions of people. We are a cross-functional team of scientific domain experts and dedicated, curious engineers. We build systems that take massive amounts of genomic data, combine it with the world's scientific literature, add to it years of rigorously curated results, and package it all neatly for our scientists to consume. It's a lot of information. As the data gets bigger, our systems need to get better and faster. That's where you come in.What you will do:Help define and build new features or applications based on technology and business needs.Minimum 5 years experience and Bachelors in EngineeringWrite structured, tested, readable and maintainable code.Participate in code reviews to ensure code quality and distribute knowledge.Lead technical efforts for internal or external customer needs.Support your teammates by continuing to learn and grow.What you bring:Industry experience with full stack architecture and distributed systems.Multiple years of industry experience with backend or frontend frameworks such as:Python/DjangoJavaScript/ReactScala/PlayOther common industry standardsHands on experience with databases (MySQL, PostgreSQL, NoSQL, etc.). Tuning and query optimization a plus.Top notch communication skills. Experience with distributed teams is a plus.A mission-oriented mindset and a desire to never stop learning.At Invitae, we value diversity and provide equal employment opportunities (EEO) to all employees and applicants without regard to race, color, religion, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance."
"Jr. Software Engineer (JAVA, C/C++)","Peraton","Aurora, CO","Peraton is seeking a highly motivated junior level Software Engineer to perform design, development and integration for SIGINT applications and processing systems. The team member will collaborate with a talented group of Software Engineers to bring innovative software solutions and products to our end customers. There are opportunities available for work on multiple programs with varied products and end users.What you'll do...Provide input into the software components of system design to include hardware/software trade-offs, software reuse, use of COTS/GOTS in place of new development and requirements analysis and synthesis from system level to individual software components. Once software development is complete, the Software Engineer will support integration of the code into the system and testing of the system. The software engineer may also travel with the team to install, test, and train the system at remote sites.You’d be a great fit if you have...Bachelor’s Degree in Computer Science, Math, Engineering or related Technical field with at least 1-2 years’ of professional software engineering experience.Development/Maintenance experience with Java, C/C++It’d be even better if you have...At least 2 years of experience in software development/engineering, including requirements analysis, software development, installation, integration, evaluation, enhancement, maintenance, testing and problem diagnosis/resolution are required.Development/Maintenance experience with Java, C/C++, Python, Ruby, Bash, MySQL, Mongo, Machine Learning a plus.Experience with Digital Signal Processing (DSP) a plus, but not required.Fundamental software engineering life-cycle experience. Analysis, design, development, debugging, deployment and automated testing.Familiarity with CM/build tools such as Jenkins, Subversion, Maven, Hudson.Experience with Agile methods, Scrum, and SharePoint.Maintaining knowledge of industry trends and standards.Ability to enhance and support a software application (government or commercial) deployed to production user.Innovative thinker with good problem solving and communication skills.Security+ or comparable DoD8570 certification a plus, but not required.SECURITY CLEARANCE:This position requires the candidate to already possess an active Top Secret clearance with SCI and to maintain the clearance.What you’ll get…An immediately-vested 401(K) with employer matchingRapid PTO accrual schedule with floating holidaysComprehensive medical, dental, and vision coverageTuition assistance, financing, and refinancingPaid maternity and paternity leaveCompany-paid infertility treatmentsCross-training and professional development opportunitiesThe ability to influence major initiativesWe are an Equal Opportunity/Affirmative Action Employer. We consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law."
"Windows Software Engineer","Talascend LLC","Warner Robins, GA","Talascend is currently seeking a Windows Software Engineer for a direct hire opportunity with our client located in Warner Robins, GA.OVERVIEW:The Software Engineer will participate in the complete software development lifecycle:Architecture and requirements reviewsPeer reviews of work products derived from requirements specificationsEnsuring that the requirements are interpreted correctlyPRIMARY RESPONSIBILITIES:Design, develop, code, test and debug system softwareDesign and implement MS Windows desktop software from requirements to deploymentReview code and designEstimation of development time and resourcesPOSITION REQUIREMENTS:Bachelor’s Degree in Computer Science, IT or Engineering and 5 years work experience in Software Engineering OR equivalent experienceUS Citizenship with ability to obtain and maintain a Department of Defense (DOD) Security ClearanceProficient in C#Knowledge necessary to write requirement specificationsKnowledge of OS coding techniques, IP protocols, interfaces and hardware subsystemsStrong oral and written communication skillsWillingness to travel 10% CONUS and OCONUSDESIRED QUALIFICATIONS:Knowledge of Python, MS SQL and C++Knowledge of EW Self-Protection Systems (e.g. RWR, LWS, MWS) and performanceSystems or networking programming experienceExperience with development and execution of verification and validation proceduresBasic understanding of Software SecurityKnowledge of DO-178C#ind123We thank all applicants for their interest. However, only those qualified individuals who closely meet the qualifications of the position will be contacted. The details of the position are only a summary, other duties may be assigned as necessary.Background Check and Drug Screen may be required.Talascend is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, gender identity, age, national origin, ancestry, citizenship, disability, or veteran status."
"IT Business Analyst","Torani","South San Francisco, CA 94080","\"IT Business AnalystWe are searching for a business-process-savvy IT professional, with an incredible passion for providing first class customer service. In this role, internal teams (especially Marketing and Sales) will be your collaborators as you support and implement technology solutions that run our business.Your wealth of experience in developing & administering a wide range of applications in areas like CRM (Salesforce, Sales Could, Service Cloud, Social Studio, Pardot), social engagement, SaaS enterprise systems and more ensure we get the job done! While a lot of your work is behind the computer, you stay connected and plugged in to our business by consistently spending time with your internal customers and partners, as well as your team mates!. Additionally, your strong foundation of project management and process mapping are major pillars of both your and Torani’s success. An agile change-agent, you get excited about ensuring that technology seamlessly adapts to needs of the business. As a strategic partner to the business and a steward of our values – your efforts help our team deliver all the Torani product our customers crave!SUCCESS FACTORS (12-18 MONTHS): Skilled Developer, Administrator, & Project Manager: You have mastered how to actively and consistently support all efforts to simplify and enhance the user & customer experience. Interfacing directly with our team members, you have sought the appropriate information on business process, and functional & technical specifications so that you are always focused on the right solution. Data migration, custom code, and integrations with CRM/Salesforce external systems have helped you bring our applications to life!Applications Solutions Expert: For applications, you’ve shown you’re the \"\"go to\"\" for users"
"Sr. Systems Administrator","Wise Plastics Technologies","Saint Charles, IL 60174","The Senior Systems Administrator supports the IT department in ensuring continuity of IT services by providing technical expertise and assistance and directs the day-to-day activities of the Help Desk Technician.Major Job Responsibilities:Troubleshoots, maintains, administers, and monitors all IT related components (security, internet, email, file servers, wireless system, scanners, ERP system, network related devices, etc.) to ensure minimal interruption to operations.Serves as resident subject matter expert for ERP system.Repairs and recovers from hardware and software failures experienced by users. Responds to elevated help desk requests.Performs daily system monitoring, verifies the integrity and availability of all hardware, server resources, systems, reviews system and application logs, and verifies completion of scheduled backups.Performs supervisory duties for the Help Desk Technician including direction on day-to-day activities, career development, training, and performance management.Additional Responsibilities: Researches and recommends innovative, and where possible automated approaches for system administration tasks and system standards and enhancements.Purchases hardware, phones, TV’s and other ancillary equipmentServes as back-up to Help Desk Technician as needed.Manages IT projects and other duties as directed and/or assigned.Required Skills: Proficient knowledge of Microsoft Office; ERP system; Windows server (DNS, DHCP, Active Directory, et); FTP; VPN; Switches; Firewalls; Wireless Networking, VOIP systems, security management, virtualization, (MS Hyper-V,), disaster recovery plans, system documentation. Technical knowledge in order to troubleshoot and solve problems, organized, analytical, able to prioritize tasks, good verbal and written communication skills, collaborative, time management, self-starter, able to work under time constraints, excellent interpersonal skills, customer service mindset. At least 1 year of supervisory experience.Preferred Skills: IQMS, Oracle, SQL, Crystal reports, MCSA certification, Shortel/Mitel, Unifi wireless, Netgear switches, familiarity with CAD software, Network+ and Security+, manufacturing, Linux, surveillance/camera systems.Education: Associate's degree in Computer Science or Technology or equivalent from a 2-year technical school; and 5+ years related experience; or equivalent combination of education and experience.Job Type: Full-timeSalary: $65,000.00 to $75,000.00 /yearWork authorization:United States (Required)Work Location:Multiple locationsBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offTuition reimbursement"
"Applications Systems Analyst/Programmer-Team Mgr","Parkland Health and Hospital System","Dallas, TX 75201","Looking for your next opportunity? If so, choose Parkland and discover what a meaningful job feels like. Whether you work directly with patients or use your talent to support our care, you’ll be part of a team that’s providing valuable health services to Dallas County residents. And here, you’ll have the opportunity to put all your skills to work, and the support to grow and advance in your job and your field. Step into a career that will make a substantial difference for our patients—and for you. We blend cultures, talents, and experience into an exemplary health and hospital system. Parkland has earned distinction as one of America’s Best Hospitals by U.S News and World Report every year since 1994.PRIMARY PURPOSEResponsible for all applications systems analysis and programming activities for two to three established teams, ensuring that tasks are carried out in accordance with the work schedule and application development standards.MINIMUM SPECIFICATIONSEducation:Must have a Bachelor's degree in Computer Science, Mathematics, Business Administration, or a related field.Experience:Must have eight years of Applications experience in the relevant technology environment; OR, must have eight years of education/experience in a functional area demonstrating systems analyst and programming skills.Equivalent Education and/or Experience:May have an equivalent combination of education and/or experience in lieu of specific education and/or experience as stated above.Certification/Registration/Licensure:Must have Federal Emergency Management Administration (FEMA) course certification for IS-700.A: National Incident Management System (NIMS) An Introduction by November 1, 2014 or obtain within 30 days of placement in role whichever date is greater.Must have Federal Emergency Management Administration (FEMA) course certification for IS-100.HCB: Introduction to the Incident Command System (ICS 100) for Healthcare/Hospitals by November 1, 2014 or obtain within 30 days of placement in role whichever date is greater.Must have Federal Emergency Management Administration (FEMA) course certification for IS-200.HCA: Applying ICS to Healthcare Organizations (ICS 200) by November 1, 2014 or obtain within 30 days of placement in role whichever date is greater.Skills or Special Abilities:Must be able to effectively communicate both verbally and in writing with peers, supervisors, and customers in all aspects of the responsibilities of this position.Must be able to communicate with customers and Information Technology staff from various departments to define problem statements and alternative solutions for consensus and approval.Must be able to demonstrate an excellent understanding and application of technologies within the department.Must demonstrate the ability to create plans for multi-dimensional and strategic projects that are clear in terms of risk, potential outcomes, costs and benefits.Must be able to reengineer business processes and determine their impact on business operations, the application systems and their supporting technologies.Must have knowledge of products such as word processing, spreadsheets and management of database tables in a PC environment.Must be able to demonstrate effective management skills and techniques.Minimum Technical Requirements (Not Comprehensive):Must demonstrate the ability to understand and write/modify programs in one or more development languages.Must demonstrate an understanding of patient data and the use of this data in a healthcare environment, as applicable.Must demonstrate understanding of health care applications.Must demonstrate the ability to prepare specifications and architecture/design documentation for complex programs that may have client server components.Must demonstrate the ability to support and develop complex programs in several technologies.Must demonstrate the ability to participate in establishing graphical user interface standards across the department as well as for specific projects.Must demonstrate the ability to design complex user interface dialogues.Must demonstrate the ability to develop reports using off-the shelf tools such as Crystal or developed in the native development language.Must demonstrate the ability to write stored procedures using complex SQL statement structures involving complex table joins and other such operations.Parkland Health and Hospital System prohibits discrimination based on age (40 or over), race, color, religion, sex (including pregnancy), sexual orientation, gender identity, gender expression, genetic information, disability, national origin, marital status, political belief, or veteran status."
"Computer Support Specialist","Brown Distributing Company Austin, TX","Austin, TX 78724","Brown Distributing Company (BDC) is a family owned beverage distributor with a robust portfolio that includes Bud Light, New Belgium, “Ain’t No Laws” in our White Claws, and much more! We live the work hard play hard lifestyle, and our ability to work together as a team makes work fun and fosters professional growth for our employees. Make no mistake, this is a highly competitive and challenging industry, but you’ll find the career that you build here very rewarding! If joining a winning team and learning about the beer industry excites you, we encourage you to submit your resume!We are currently interested in a great Computer Support Specialist. Candidates must be willing to learn new software programs used by BDC such as Encompass RAS. The perfect candidate will have a minimum of one year of consistent experience assisting users in computer support, an advanced understanding of network concepts including routers, switches,Wi-Fi, DHCP, DNS, and Remote Desktop. Prior experience in computer training or Windows Hyper V server will be a plus.Duties include:Functions of the Job: The following duties and responsibilities are representative of those required by this position and are not meant to be all inclusive.Providing first-level support for BDC computer systems including laptops, desktops, tablets, smart phones, and printers. Advising and training end user on appropriate actionMonitoring and troubleshooting of networking and Wi-Fi equipmentInstalling, troubleshooting, and repairing Windows and Apple iOS systemsMaintaining equipment inventory and updating documentationSchedule: Monday - Friday: 7:00AM-4:00PMRotating on call shiftsQualifications and Skills: 1 year of IT experience, IT certifications desiredExtensive knowledge of Microsoft Office.Knowledgeable in TCP/IP, DHCP, DNS, and configuring firewallsStrong analytical skills.Must be able to manage multiple tasksAbility to maintain confidentiality and discretion with sensitive and confidential informationJob Type: Full-timeExperience:Networking: 1 year (Preferred)Computer Support: 1 year (Preferred)License:Network+ Certification (Preferred)"
"Software Engineer - Full-Stack, IXL Business Platform","IXL Learning","San Mateo, CA 94404","IXL Learning, a leading edtech company with products used by 7 million students worldwide, is seeking Full-Stack Software Engineers who have a passion for technology and education to help us add new features to our extremely successful educational products and build new, innovative products.The Business Platform team is responsible for code and tools needed to support our subscription-based business model. IXL's customer and support teams rely on the business platform daily as they work with customers. Our team is responsible for core user data, as well as account and product access provisioning. To support these goals, we build out integrations with databases and other systems used by our largest customers. We find it immensely satisfying to develop products that impact the lives of millions, and we are eager to have you join our team.International candidates encouraged to apply; H1B sponsorship is available.WHAT YOU'LL BE DOING--------------------As a Full-Stack Software Engineer, you will build the back-end wiring, application logic, and UI that drive the site. You will find and use the best technologies to add features to our products, as well as to create new products. You'll be involved in all aspects of the development process and contribute to the entire code base – including design, coding, testing, debugging, and tuning. In addition to working with your fellow engineers, you'll collaborate with other teams to design amazing products that meet the needs of our users, who are students and teachers all over the world.TECHNOLOGY----------Our server-side stack currently includes Linux, Apache, Java, Scala, Python, and Oracle. Inside browsers, we use a fair amount of JavaScript and CSS. Of course, the specific technologies and languages you use will vary by project and according to your own interests or specialization areas.WHAT WE'RE LOOKING FOR----------------------1+ years of experience in software engineeringBachelor's or advanced degree in computer science or a related disciplineA solid grasp of general programming principlesExcellent programming skills in Java or other object-oriented languageAbility to work both independently and with a wide variety of teamsKnowledge of Unix, Java, SQL, JavaScript, CSS, or source control is a plusPassion for improving education through technology"
