Title,Location,Company,Description
IT Risk & Compliance Analyst 4 - Contract,"Riverton, UT","The Church of Jesus Christ of Latter-day Saints
4.1","Purposes
The Information Security Risk and Compliance Analyst 4 is a contract position that works under limited supervision to apply the programs, processes, and tools available in defense of applications, systems, data, and networks. This position may also be assigned to work with Information Technology (IT) portfolios, or other internal departments and organizations, to assist in the review, documentation, and/or implementation of controls, practices, or technology solutions to meet the defined policies and standards for risk and compliance.

This individual works with divine guidance to provide or support technology that furthers the mission of the Church and reflects the eternal impact of the gospel.

Responsibilities
As directed, establishes and carries out compliance plans, schedules, and activities
Works with compliance customers to determine and obtain data points necessary to validate ongoing compliance with both internal Church and external regulatory requirements
As directed, contributes to carrying out compliance validation processes
Assists with validating prospective issues with compliance customers, providing technical and procedural guidance regarding remediation of these issues, and tracking progress of remediation activities until closed
Assists with reporting compliance results to compliance customers and other key stakeholders
Identifies, clarifies, and escalates concerns to compliance customers and other key stakeholders where appropriate
Facilitates the implementation of risk and compliance programs with periodic guidance from manager
Contributes to the creation of IT risk plans that correlate back to Church policies, standards, and controls
Assists in the facilitation of IT risk analyses and the creation of risk management processes
Assists in the investigation and analysis of technology audit recommendations
Monitors and reports on audit remediation efforts
As directed, assists in the ongoing maturation of the Information Security (IS) Compliance program

Qualifications
Education:
Bachelor’s degree in IT, IS, related field, or equivalent professional experience
Industry recognized IS certification showing broad procedural or technical expertise (e.g. CISSP, CISM, etc.) a plus
Industry recognized IS certification showing more specialized expertise (e.g. GISA, GWAS, GNET, GSSP-C, GCWN, CCEP, Security+, etc.) also a plus

Worthiness Qualification

Must be a member of The Church of Jesus Christ of Latter-day Saints and currently temple worthy.

Posting Notice/More Info.

Please Note: All positions are subject to close without notice.

Find out more about the many benefits of Church Employment at http://careers.churchofjesuschrist.org.

]]>"
IT Services Sales Specialist,"Birmingham, AL","RJ Young Co.
4.3","IT Services Sales Specialist-Birmingham, AL

Submitted Wednesday, September 25, 2019


1. Major Goals and Responsibilities

This individual will be responsible for prospecting, identifying opportunities, and closing business for IT Services sales from net new IT customers. The IT Services Sales Specialist will be constantly building a sales funnel and will consistently meet and exceed the monthly sales quota while attaining targeted profitability. This individual must enter prospecting and sales funnel information daily into the designated CRM (now ConnectWise). In addition to individual personal prospecting for net new IT customers, this individual will work in tandem with RJY Account Executive and other RJY personnel to identify IT sales prospects within the existing RJY MFP customer base. The IT Services Sales specialist will find the opportunities for network assessments, coordinate this with the RJY IT Services team, and then work in tandem with that service team to generate proposals. The Outside Sales Specialist must maintain a high degree of current knowledge about key hardware and software components, the processes of RJY MNS, and be able to explain these details in a value proposition to the prospective customer.

2. Products and Services

The selling of Managed Services contracts, network-related hardware, including PCs, servers, routers, switches, firewalls, and software, as well as project labor for consultations and installations; moves, adds and changes..

3. Essential Activities

35% Work with RJY MFP reps to identify and visit RJY customers who are MNS prospects

20% Personally prospect via cold calling, phone, or other for net new RJY IT customers

25% Work the sales funnel daily, following up with prospects and planning future activities

10% Enter sales funnel information into ConnectWise

5% Work with MNS Service team to facilitate network assessments, solutions, proposals

5% Deliver proposals and close deals

4. Primary People Contacts

Current RJY MFP Customers MNS service team

IT Services Decision Makers RJY MFP territory reps

RJY MFP sales management

5. Prerequisites

Two years+ successful sales experience.

College degree desired, but not required

A+, Net+ certifications beneficial, but not required

Network and computer knowledge is required

6. Toughest Parts of the Job

Accepting and handling rejection well

Maintaining high level of prospecting – internal, personal, and telemarketing

Maintaining organization amid high activity and follow up required

Ensuring good relations with Territorial Sales Reps

Managing and closing deals with various lifecycles

Working daily with limited supervision

Creating personal relationships and trust with buyers who have advanced technical knowledge

Staying current with fast moving technology

Apply</br>"
IT Audit Consultant,"Cincinnati, OH","Clark Schaefer Hackett
4.2","IT Audit Consultant

Since 2003, Clark Schaefer Consulting has been providing accounting, control and technology services to the largest public and private companies within our business community. During those years, the Firm has become known for delivering outstanding value-added services for a fair and reasonable price; and by design, we serve a diverse set of regional clients ranging from the Fortune 500 to privately held corporations. Integrity, quality, respect, and innovation are all values that we deliver to our clients, and therefore, that which we seek in our employees. If you are interested in experiencing diversity within your work experience; expanding your personal knowledge base; and joining a team that is assisting top companies within your community improve their operations; then this is a great opportunity for you.

Job Description:


Based upon skills and experience, the successful candidates will join a team of professionals performing a range of IT Audit services. These could include but would not be limited to:
IT Documentation and Governance
IT Audit and Compliance
Process improvement
SSAE16 (SOC 1,2&3) Attestations
Internal Control Reviews
Incident Response, Disaster Recovery & Business Continuity
For more details on specific potential projects, please visit our website for a listing of the services we typically perform which might fit your background and skills.

Primary Responsibilities:

Assist with the development of project plans, methodologies and client proposals as needed
Maintain a consistent level of chargeable hours to fulfill annual billable expectations
Travel to client locations as required throughout the year (approximately 30% or 15 weeks annually)
Maintain a commitment to continuing education and professional development
Work as a team member with other highly skilled professionals to further the sales and growth of the firm
Education & Experience:

Bachelors degree in IT or related fields
2-7 years of relevant IT Audit experience
Exposure to a variety of frameworks and standards would be a plus; such as PCI, HIPAA, NIST, ISO, COBIT, SOX, MAR, SOC 1 & 2
Professional certifications are desirable, such as CISSP, CISA, CISM,
Excellent written & verbal communication skills

At Clark Schaefer Consulting, we value our employees and support their aspirations for growth. Whatever career progression youre pursuing, CSC can help you GET THERE."
IT Technician,"Anaheim, CA","LoanMe
2.9","Overview


IT Technician

The IT Technician is an integral part of the IT team supporting all business functions. The ideal candidate is a blend of skills in troubleshooting desktop applications, supporting applications respective to operations and integrations, understanding networks and security, file shares, database usage. The majority of the support is assisting end-users with desktop, mobile and other access issues. The ideal candidate has a solutions oriented mindset, delivers high quality service with a professional demeanor, works well under pressure and ensures resolution of issues. The Technical Support Engineer provides high quality services and quickly resolves issues independently, and/or working with other IT team members, third party services and vendors.

About LoanMe, Inc.

LoanMe, Inc. is a financial services company driven to remain at the forefront of innovative technology. Combined with our dynamic team of experts we use our superior knowledge to do what is right for our customers & employees alike.

We collaborate to accomplish our goals, supporting innovation and individual style while working as a team in a fast paced exciting business environment. LoanMe, Inc. IT team members come from many backgrounds and bring diverse experiences to the company. We take pride in recognizing each person’s unique contributions and create opportunities for continuous achievement.

Responsibilities


Responsibilities:
Supports business through troubleshooting and providing guidance on use of desktop applications, devices, and related equipment.
Installing, diagnosing, repairing, maintaining, and upgrading all hardware and equipment (including but not limited to PC, phones, printers, and scanners) to ensure optimal workstation performance.
Address problems (in person, by telephone, or via remote access) in a timely and accurate fashion, and provides end-user assistance.
Quickly assess issues, communicates with IT teams and business managers for work-around options, estimated time of resolution and other appropriate updates, escalates when appropriate.
Provides level 1&2 technical customer support for company’s business systems (desktop systems software, hardware, mobile devices, and network infrastructure).
Maintains documentation and training material for supported services.
Expected to stay informed of technology trends in tools, best practices, and develop recommendations for improvements in the related systems utilized by the Company.
Recommend and create AWS alerts; monitor alerts and remediate issues where applicable.
Supports and collaborates with other IT teams.
Monitor incidents reported and resolves potential issues promptly.
Ability to communicate effectively, both written and verbal.
Troubleshoot, LAN, WAN, server and connectivity issues.
Experience with imaging computers, data migrations and restoration
Requirements


Qualifications:

3+ years working in a technology role as technical support or desktop/systems administration working with end-users on-site and remotely.
Exceptional troubleshooting skills. Must possess a working knowledge of hardware components, hardware configurations, Internet connectivity, LAN/WAN setup and have strong customer service skills and experience.
Remote configuration of workstations for new users and upgrade existing equipment and software.
Experience with hosted and premise based VoIP, call management and call recordings.
Ability to work independently with little to no supervision.
Proficient in Microsoft Windows 7, 10, Workstations/Laptops/Mobile devices, Microsoft Office Suite.
Working level knowledge of LAN, WAN, DSL, Cable, Fiber, Local and network printer support.
Experience in Active Directory highly desired.
Experience in supporting multiple locations and working with Shared Services teams in maintenance, problem resolution, and upgrades.
Experience supporting 24/7/365 business operations.
Experience in working closely with business management, other IT teams, third party services and vendors.
Knowledgeable of AWS services and monitoring tools highly desirable.
Collaborative individual that thrives in an environment with a diverse range of people with different views, perspectives and priorities
Strong decision and problem solving skills; conceptualizes and presents solutions.
Excellent organizational skills, ability to multi-task effectively.
Excellent Written and Oral Communications, effective in presentations and meetings.
Detail-oriented with solid math skills and a high level of accuracy.
Very good interpersonal skills and self-motivation.
Must be able to lift up to 50 lbs., move furniture items, able to work on the floor under desks to reach connections.
A.A. degree in Computer Science or related; B.S. preferred; or equiv. education and work experience."
IT Business Analyst,"Newark, DE","Chesapeake Utilities
2.7","Position: Business Analyst

Location: Newark, DE

Responsible for exhibiting Chesapeake Utilities Corporation’s Mission, Vision and Values, regarding external customers, agencies, vendors, internal departments and co-workers.

Chesapeake Utilities, a growing energy company currently with locations in DE, MD, VA, PA, FL, and OH, is currently looking for a strong and creative team member with experience in business system analysis, strong problem solving abilities and the ability to document and implement solutions. We are looking for a team player with excellent interpersonal skills.

Primary duties and responsibilities include:

Reviews, analyzes and evaluates business systems and user needs
Works with business to anticipate future technology needed and be able to design technical solutions meeting those needs.
Analyze business operations to understand strengths and weaknesses and determine opportunities to automate processes and functions.
Devise or enhances procedures to solve complex problems.
Act as an interface and liaison between the business units and Corporate IT.
Manage small and medium sized projects as necessary.
Recommend method and procedural changes in accordance with Industry Best Practices.
Work on continuous improvement of the process and technology.
Ability to take ownership of major incidents by coordinating with all resolving parties and effectively updating to stakeholders on incident status.
Work with internal and third party teams to ensure key enterprise systems are up and running
Regular interaction with Senior and Executive Management. Review IT projects and services, identify gaps and support resolution of gaps.
Participate in the development and delivery of presentations to Senior and Executive Management.
Requires……a total commitment to Chesapeake Utilities Corporation’s Mission, Vision and Values and:
Bachelor’s degree required.
Minimum of 3 to 5 years of experience in business analysis. Possesses knowledge, skills and abilities required to provide solutions to most business problems.
Understands concepts of business systems analysis.
Demonstrated experience in IT Competencies such as Application Development, Implementation and Application Support.
Strong communication skills and ability to work with Executive Management of the business unit.
Basic Project Management training and experience. PMP or CAPM certification desirable.
Must display initiative, be able to work independently and have good analytical skills.
Previous experience as a Team Lead or demonstrable experience in leading virtual teams.
Requirements
Three to Five Years"
Managed IT Operations Specialist,"Madison, WI","Gordon Flesch Company
3.1","Offering an opportunity to be part of a high-performance team, enjoy exceptional benefits, and a supportive work-life balance, theGordon Flesch Company is an employer of choice throughout WI, IL, IN, IA, and OH. TheGordon Flesch Company strives to recognize and appreciate our associate’s commitment, creativity, and the results they deliver every day for our customers and the community.

In this role you will:
Provide remote and onsite technical support
Provide administration for ticketing system and other managed solutions
Monitor ticketing system workflows to ensure service delivery processes and protocols are followed
Work with GFC resources, partners, and customers to collect information regarding customer IT systems and maintain system documentation
Provision, setup and install GFC IT services and hardware solutions
Support projects that may require onsite work at client locations including but not limited to onboardings, offboardings, and setting up new hardware or service offerings.
Record work and document time in ticketing system
You should have:
Associate degree in an IT related program or two years equivalent work experience.
Comp TIA A+ and Net+ certifications or ability to attain within six months
Ability to work overtime with little advanced notice in order to ensure customer commitments are completed.
Experience in troubleshooting problems in various types of environments.
Valid Driver’s License and access to reliable transportation
TheGordon Flesch Company offers Medical, Dental, Personal Time, Vacation Time, Holiday Time, Tuition Reimbursement, 401(k) and 401(k) match, a Wellness Program and many more!

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor's legal duty to furnish information. 41 CFR 60-1.35(c)"
IT Manager - Quality Assurance,"Denton, TX","Sally Beauty Holdings
2.7","Overview


Sally Beauty Holdings (NYSE: SBH) is the world’s largest wholesale and retail distributor of beauty supplies. Our world headquarters is conveniently located in Denton Texas, just 5 minutes north of Lake Lewisville off of I35E. We currently have an opening for an IT Manager.

Assignee will be responsible and accountable for the smooth running of information systems within the limits of requirements, specifications, costs and timelines. The position will also manage a staff designated to support the applications and computing needs for which it is responsible. The position will supervise the implementation and maintenance of new and existing applications and computing needs as assigned.

Responsibilities
Plan, organize, control and evaluate daily operations of assigned applications and computer systems, following policies and practices as defined for system access, testing, change management, and advancement to production.
Implement new technologies and enhancements in alignment with defined company strategies and with strict adherence to defined project management procedures. Oversee project activities with and without an assigned project manager.
Actively align with business and IT partners to prioritize needs and maximize system functionality to contribute to organizational strategy and governing compliance standards.
Manage IT staff by recruiting, training and coaching employees, communicating job expectations and appraising performance.
Audit systems and assess their outcomes to ensure security of data, network access and backup systems of assigned areas in compliance with defined IT Security policies and practices.
Contribute to creating the annual department budget and ensure cost effectiveness of all assigned activities.
Other duties as assigned.
Qualifications
Proven working experience as an IT Manager, supervisor or lead associate or relevant experience.
Must have extensive experience working with both onsite and offshore teams
Excellent knowledge of technical management, information analysis and of computer hardware/software systems.
Advanced Knowledge with Quality Assurance testing, specifically in the Digital space. (Websites and native apps)
Must have experience with QA Automation.
Working knowledge Oracle POS testing a plus!
Ability to manage personnel supported by either formal or informal supervisory experience
BS/BBA in Computer Science, MIS or similar field or equivalent work experience.
We offer a competitive salary, outstanding benefits package that includes medical, dental, vision, life Insurance, paid vacation and sick days, paid holidays, merchandise discounts, tuition reimbursement and 401(k) with company match.

Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, or disability.

#LI-VB1

#CB

DIPOST"
IT Intern,"Madison, WI","West Bend Mutual Insurance Co.
3.5","West Bend is currently seeking students with an interest in Information Technology for our 2020 Summer Internship Program.

As an IT Intern, you will use your creativity and technical skills in a fast-paced Agile environment. You will work collaboratively with other team members on a core SCRUM team to solve real business problems.

Students enrolled in a Computer Science, Engineering or IT related program with an interest inapplication development, data analytics, UX design or business analysis, who have strong written and verbal communication skills along with good analytical and problem solving abilities should consider joining our team!

Position are available at our West Bend and Madison locations."
Sr. IT Business Analyst,"Irvine, CA","5 Arch Group
3.5","Position Summary

The Analyst’s role is to gather, analyze, specify, and validate the business & system needs. This includes interviewing users and gathering and compiling user requirements to convey to development teams throughout the software development lifecycle, testing, and training. The Business Analyst will also create the functional and/or technical requirements, along with user interface requirements, as needed to support the business requirements. The Business Analyst will apply proven communication, analytical, technical, and problem-solving skills to help support the development process, and to ensure that project deliverables are met according to specifications.

Responsibilities and Duties
Interview users and review existing documentation to elicit business requirements.
Create software development lifecycle artifacts to document business requirements, functional specifications, and deliverables.
Hands-on modeling to represent business activities in diagrams or other hands-on experience with documenting a system or a feature or any other notation to represent a business need.
Design and deliver project artifacts, including process workflows, business rules, wireframes, screen element specifications, user stories, and acceptance test cases.
Design and develop materials and system structure, forms, and media that enhance insurance and document processes.
Adhere to policies and procedures for the Information Technology Department.
Ensure users and customers are provided professional, courteous, and timely response and communications.
Collaborate with developers, third parties, and subject matter experts to establish the vision and analyze tradeoffs between functional and performance needs.
Recommend additions or enhancements to the company’s hardware and software environment to provide the highest cost/benefit efficiency.
Oversee the in-house & third party information systems and ensure proper communication related to changes and developments.
Establish and maintain a library of technical documents and publications that support systems.
Document disaster recovery plans.
Should have the extensive knowledge of data analysis, data profiling and SQL knowledge with OLTP and OLAP architectures.
Provide end-user assistance regarding systems and related software.
Accomplish organization goals by accepting ownership for accomplishing new and different. requests; exploring opportunities to add value to job accomplishments.
Required Experience and Education
Bachelor’s degree in information technology, business, or related field or equivalent combination of education and work experience.
Strong SQL knowledge, database programming using SQL Server, Oracle and/or databases.
Five years of experience within the mortgage or related industry.
Extensive experience and knowledge in information technologies, processes, software development lifecycles, and strategic initiatives."
IT Business Systems Analyst,"Plano, TX","Premier Trailer Leasing
4.4","Who we are:
Premier Trailer Leasing is one of the largest trailer leasing and rental companies in the nation, specializing in long-term leasing and short-term rental services for over-the-road vans, flatbeds, refrigerated equipment and chassis with an inventory of 45,000+ trailers and a growing network of locations across the United States. At Premier you will find an environment where leadership, innovation and collaboration are valued. Join us and experience what it means to live a culture of C.A.R.E!
Job Scope:
The IT Business Systems Analyst will connect with people quickly in an outgoing, and friendly manner using persuasive communication skills to gain the interest and involvement of others in the work process. An extreme sense of urgency is needed, combined with getting work done in complete, accurate detail and in accordance with company standards and policies. The motivation for this position comes from a strong sense of duty and a feeling of responsibility for completing work both quickly and correctly. Selling ideas to others and the ability to train, teach and motivate a team are strong aspects of this position.
Tasks and Responsibilities:
Lead, manage, and facilitate activities pertaining to the development and completion of system deliverables. System deliverables include validating artifacts, writing user stories, developing system requirements, and assisting with translation into functional system specifications.
Work with business and IT delivery teams to understand the business vision and collaborate with IT delivery teams to enrich understanding by thorough deliverables development and reviews.
Research and help resolve defects and production issues with business and technical teams and assist with defining and creating test case scenarios.
Responsibilities include participation in the sign-off of key deliverables and the storage of critical artifacts, as well as accountability for managing systems requirements and artifacts to IT team members.
The successful candidate will be considered a subject-matter expert, have excellent logic and problem-solving skills and a drive to make a difference. We are looking for an individual that puts the team before themselves.

Educational & Qualifications:
6+ years of IT Business Systems Analyst work experience
Bachelor’s Degree in Computer Science, Information Systems, or other related field. Or an equivalent combination of education and/or professional experience.
Prior consulting role where client interaction was a key element would be highly desirable.
Experience on the Jira platform a plus.
Technology Skills:
Highly Proficiency in Microsoft Office Suites - Word, Excel and Outlook.
Highly Proficiency with Microsoft Project or similar project management tool, PowerPoint and Visio."
IT Infrastructure Manager - DevOps,"Saint Louis, MO","DataServ (Missouri)
4.2","We're looking for an IT Infrastructure Manager. This position is responsible for development and management of the Infrastructure and Network Operations team. The team's primary responsibility is to build, monitor, maintain, and operate the infrastructure for the DataServ SaaS solution. The team also provides internal helpdesk, network, and general IT support to employees.

The DevOps-Infrastructure/Ops team is responsible for delivering superior client satisfaction by working with multiple DataServ team members. The ideal candidate will be someone with a hands-on type of leadership style, someone that can guide others and still roll up their sleeves to contribute to our growing infrastructure.

About Us DataServ is all about simple. We create simple solutions for automating the world's B2B financial transactions. Founded in 1994, the company created the world's first FinTech Software as a Service (SaaS) technology. DataServ helps businesses reduce cost and improve accuracy by automating manual processes and documents related to Accounts Payable, Accounts Receivable and Human Resources. Read more about us at www.dataserv.com.

We value:
True individual ownership and responsibility over projects.
Taking the work very seriously, but not taking ourselves too seriously.
Helping others on our team learn and grow into efficient and competent DevOps team members.
About You
You're innovative.You have a good imagination and you're always thinking of new and interesting ideas.
You're a collaborator.You thrive on inter-disciplinary teams, and value different perspectives and high levels of communication and collaboration.
You're accountable. You understand best practices and want to implement quality work. You do what you say and say what you do. You deliver results.
You're a communicator. You can think critically, identify opportunities, and clearly articulate your point of view in a team setting. You can communicate your work effectively depending on the audience.
You're a leader: You are comfortable with leading discussions, demonstrating your work, teaching others what you know, learning what you don't. You have experience presenting to leaders and stakeholders.
You're a little (or a lot) nerdy.You stay up to date on the latest trends, fads, and tools in mathematics, technology, and data visualization.
A typical day for someone in our DevOps group:
Will vary between different components of our product, so this role requires technical flexibility and a desire to learn new skills quickly.
Will see you working with the team that is migrating our SaaS product offering to the AWS cloud.
Will include being instrumental in sharing knowledge with the team while driving our technology strategies.
What you'll bring to the DevOps group:
A track record of building and maintaining large-scale software products.
Experience delivering high uptime Software-as-a-Service applications.
Demonstrated ability to proactively manage tasks, projects and issues.
Mastery of Java, JavaScript, SQL, design patterns, REST, dependency injection, etc.
Why you should apply at DataServ:
We only support the newest browser versions. No dealing with ancient IE browsers.
Pay that rewards your contribution and experience that is compared with the market regularly. When the market goes up, so does our pay.
Great benefits.
Reasonable hours with a relatively flexible schedule; work from home opportunities.
Casual dress.
Admin access to your computer at work.
Very little ""red tape,"" we only have processes that are necessary.
Historically little on-call time. In ordinary situations, you won't be on call.
Agile environment with full company acceptance.
Small company atmosphere. You will get to interact with decision makers daily.
If you think you have something special to bring to DataServ, if you get what we're trying to do, and you want to join an exceptionally talented team, apply on-line at www.dataserv.com/careers. We look forward to receiving your information!

Equal Opportunity Employer DataServ is an equal opportunity employer/vet/disabled."
It Security Analyst,"Seattle, WA","Caiman Consulting Corp
4.1","After 15 years, we’re excited to announce that Caiman Consulting has been acquired by Sia Partners https://www.globalbankingandfinance.com/category/news/sia-partners-acquires-caiman-consulting/.

We encourage you to reroute your application to https://jobs.smartrecruiters.com/SiaPartners/743999699925298-application-security-analyst-senior-consultant and our West Coast Talent Acquisition team will review and respond as quickly as possible.

Job Description
Sia Partners is looking for a management consultant for one of our biggest clients in the Puget Sound area with strong Application Security experience. This role will be able to demonstrate proper techniques and business process. Candidates must be capable of exceptional client delivery, have the desire to lead, and have passion for the growth of our firm.
Successful recruits are smart, humble, and driven. They know how to adapt their knowledge, approach and experience to any situation. They have the agility to work with a variety of clients, types of engagements, and work situations. They always work to exceed expectations, and they have a fervent desire to keep learning and growing.

Qualifications
3+ years relevant work experience
Proficient in a DevSecOps culture with knowledge or experience delivering using Agile methodologies
Strong demonstrated hands-on experience on implementing Application Security architectures
Previous experience with maintaining static and dynamic code analysis tools
Demonstrated experience in mentorship and serving as a technical subject matter expert within a team
Experience using common security testing tools and techniques to perform a variety of security assessments across multiple platforms with significant expertise in either web or mobile penetration testing
Experience implementing and operating static and dynamic analysis tools
Excellent verbal and written communication skills
Proficiency with Microsoft suite of tools including Word, PowerPoint, Excel, SharePoint
Ability to analyze, organize and simplify complex problems to develop practical solutions preferred
High school diploma or equivalent required


Responsibilities:
Provides technical guidance to others to create a DevSecOps culture
Implements and enforces policies and practices for system security and reliability
Build tools and automation scripts that enable developers and engineers to easily consume security services
Improve the accessibility of security through automation, continuous integration pipelines, and other means
Coordinate Pen-testing remediation activities
Works proactively with affected parties to resolve issues
Maintain code analysis platform, updating as new versions are released
Mentors engineers and developers on proper techniques for designing and developing scalable applications
Collaborates with Application Developers and QA Engineers to perform testing of application or platform components and implement best practices
Partners with Business Owners and Application Development teams on system assessments and reviews including analysis of capacity, reliability and performance of applications or infrastructures
Demonstrates strong understanding of information technology systems, business processes, security regulatory risk management and security vulnerabilities
Identifies and evaluates complex technology risks, and internal controls which mitigate risks, and related opportunities for internal control improvement
Embodies the Client Spirit and conduct oneself with the Client values of Integrity, Professionalism, Resourcefulness and Caring

Additional Information
Please no calls, emails or additional contact for inquiry. Our HR team will be in contact with you if we need additional information or wish to schedule a phone or personal interview with you.
EEO Guidelines
All your information will be kept confidential according to EEO guidelines.
Sia Partners is an equal opportunity employer. At Sia Partners, we are committed to treating all Applicants and Associates fairly based on their abilities, achievements, and experience without regard to race, national origin, sex, age, disability, veteran status, sexual orientation, gender identity, or any other classification protected by law."
IT Site Director,"Irving, TX","Avero Diagnostics
2.9","Our mission at Avero is simple: to help healthcare providers and patients prepare for life. We provide the most advanced molecular technology and the highest levels of service to guide patient care at critical life stages. We continually seek people with the motivation and skills to advance our mission.

The IT Site Manager will be responsible for overseeing all IT Operations at the Irving and Lubbock locations to ensure that Problem ticket and Service Request are resolved and fulfilled within agreed upon Service Level Agreements.

RESPONSIBILITIES
Creates and maintains a strategy to ensure that all problem tickets and service requests are resolved within SLA Train new IT staff on Avero systems.
Ensures that time is being utilized efficiently.
Reports performance metrics to the team and continuously present ideas for improvement.
Manages and assists with purchasing for IT needs in Irving and Lubbock.
Ensures all necessary security tasks are addressed for the offices.
Makes recommendations for how to improve customer service to our end users.
Attends any site operational meetings as needed.
Serves as the primary escalation point for all Irving (Lab and Billing locations) and Lubbock IT issues Coordinate cross disciplinary IT resources to ensure needs of Irving and Lubbock office are being met.
Complies with the Avero's Polices/Procedures protecting patient information and the confidentiality of the information in accordance with the Federal and State regulations, including SOX, HIPAA, Hitech and support principles of IT Risk Management.
This list of duties and responsibilities is not all inclusive and may be expanded to include other duties and responsibilities, as deemed necessary.

REQUIREMENTS
Bachelor’s Degree in Computer Science or related field preferred.
5+ years relevant experience.
Proven ability to lead an IT group.
Ability to communicate technical concepts to technical and non-technical audiences.
Ability to manage multiple projects at one time.
Aptitude for learning new technologies.
Experience in the following technologies."
IT Support Manager,"Northbrook, IL","Lou Malnati's Pizzeria
4.1","Join the Lou Malnati's Family!

IT Support Manager

Right now is a fantastic time to join the Lou Malnati’s family! We are growing quickly and have many exciting initiatives underway making us a fantastic place to work. Our company strategy is to continue growing – growing our people and our ability to bring authentic Chicago style pizza to more customers – while strengthening our company culture and people processes.

Responsible for maintenance and improvement of the Malnati Organization’s computer hardware and software systems at the corporate and store levels.

Essential Responsibilities:
Supervises IT Support Analysts
Oversee maintenance and support and installation of store-level point of sale hardware.
Provide on-call hardware and software support to all Malnati Organization locations.
Work with other members of the Information Technology department to provide software support for store-level point of sale software.
Oversee maintenance and support of the Malnati Organization’s corporate office and store-level workstation hardware and software.
Provide both technical support and third party application support to all departments of the Malnati Organization.
Work with third party vendors to troubleshoot point of sale and commodity hardware.
Manage an inventory of replacement parts for corporate and store-level hardware.
Educate store managers on triage-level software and hardware troubleshooting.
Essential Skills and Abilities:
Teamwork: A strong ability to work well with others toward achieving a common goal.
Commitment to Company values. Strong customer orientation.
Strong knowledge of Windows environments.
Strong knowledge of LAN/WANs, and information security.
Clear, effective verbal and written communication skills including the ability to actively listen, problem solve, and communicate effectively with both technical and business users.
Must be detail oriented with the ability to think logically for interpreting and analyzing problems.
Ability to interpret, adapt, and apply guidelines and procedures.
Knowledge of current technological developments/trends in area of expertise.
Ability to travel to all Lou Malnati's locations and events.
Must have thorough knowledge of company products, services, policies and procedures.
Ability to be part of creating a safe, fun, efficient, positive team orientated environment.
Physical Demands and Working Conditions:
Work performed in office environment and restaurant when necessary.
Required to sit for long periods.
Required to use computer for long periods.
Ability to freely access all areas of the Corporate Office and store offices.
Ability to perform heavy lifting (up to 80 lbs.) on an occasional basis, when moving or relocating computer equipment.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.
Required to have reliable transportation, which is capable of securely transporting computer hardware.
Education and/or Training:
Required to read and write English, follow verbal and written instructions and use basic math.
Minimum of a bachelor’s degree required, preferably in a business or computer oriented field, or equivalent experience.
Five plus years of experience in computer-oriented field."
IT SUPPORT SPECIALIST,"Saint Paul, MN","ASI (Accessible Space, Inc.)
2.5","Thursday, November 7, 2019

Accessible Space Inc. (ASI) is a national nonprofit organization providing housing and personal care services to individuals with physical disabilities, seniors and veterans.

Accessible Space, Inc. a national non-profit in housing and care services is
currently seeking a Full-Time IT Support Specialist

for its administrative office located in Saint Paul, MN.

The IT Support Specialist provides assistance and
support in the areas of computer systems and data processing. Provide direction
and training in understanding computer hardware, software and systems
applications. Provide consultation and support to all agency users when
problems arise or troubleshooting is required while working to prevent future
occurrences.

Minimum one to two years related work experience. Must have working knowledge of and
experience with MS software products, as well as demonstrated skills and
experience in the administration and support of IT systems and networks.
The ability to occasionally travel throughout
the Twin Cities Metro area

ASI offers a competitive wage with attractive benefit package that
includes - Health/Dental, Paid Time off (PTO), Life Insurance, Wellness Rebate
and Tuition Reimbursement.

Convenient location (I-94 & 280) Central Corridor Light Rail, Bus line,
free parking.
Casual work environment, restaurant on site, gift shop
and many places to eat nearby!

Great location for walking whether on break or lunch - indoors and outdoors!

http://www.accessiblespace.org/Careers/job-opportunities

job posting 415

Other details
Pay Type
Hourly"
