"job_title","company","location","description"
"color","age","sex","\"The primary goals of the Content & Technology Solutions (CTS) Group are to capture the large revenue opportunities that exist within the data feed market. Our products fall into three major categories: Scheduled DataFeeds, OnDemand DataFeeds, and Exchange DataFeeds. The CTS Strategy and Development team is looking for Product Developers to fill some important roles within our Product Team. Individuals in the team specialize on technologies that are the foundation of our CTS Production Service and on Data Feed development. Job responsibilities include Feed development, quality assurance testing, requirement documentation, standardized process service development and project management. The team is cross trained to assist and provide expertise in development in all areas covered by the group. These positions will also work closely with many teams to facilitate data quality and improve usability. Our flagship product is the Benchmark Data Feed. Production Services Focus Production Services development includes maintaining and enhancing our hosted solution systems, FAST and our client scheduling service, Cornerstone. The hosted solution product offers an application development environment combining FactSet's information resources with a proprietary object oriented technology. Cornerstone is FactSet’s premium production system for customizable data delivery. These roles manage and maintain production cycle uploads into hosted databases, infrastructure and production system development. This more technical focus includes working with a range of production systems and engineering groups. The role includes responsibility for the production outcomes and delivery of Feed content. DataFeed focus Feed development applies a thorough understanding of the data model in a number of content areas including benchmarks, symbology, estimates and pricing. Components of this development include building and maintaining the CTS Data Dictionary Standard Access Model. Content is a driver for the Feed focus. Job responsibilities can include process development, product packaging, and the content oversight to provide quality data into the FAST hosted solution product. The most technical areas of the job could include working with data extraction definitions, scheduling process workflows, shell scripting in Unix, and working with the database system that processes these hosted feeds. Product development areas are primarily in the Benchmark space, some Estimate products and some fundamental and pricing content for the hosted database users. The role includes responsibility for the production outcomes and quality of Feed content. The Product Developer job responsibilities may include one or more of these areas: Daily operations in a 24x7 mission critical global client environment, perform routine associated tasks, investigate data discrepancies, escalate delay issues, and apply restated content to applicable applications. Review process for data quality at run time. Triage and respond to production and/or product issues Monitor and manage Content change notification that impact applications Introduce and develop product enhancements that improve the process and data quality Provide technical support and engineering liaisons to Sales, Consulting, Clients and other internal users. Identify, nominate, document and promote data items into the centralized DDSAM libraries Build strong positive working relationships and rapport with Benchmark Content teams, participate and chair content collaborating efforts Propose, design, manage, and implement product enhancements Provide development and daily run time quality assurance and manage development release cycles Develop and promote Sales materials and best practices to CTS Implementation and Support Project management - organization, specification, communication on projects which vary in scope and size. Direct and manage development projects from inception to release while communicating progress to all stakeholders and upper management Work on multiple projects with shifting priorities Job Requirements:Desired Attributes: Bachelor’s Degree in Business, Finance, MIS, Computer Science or related major Technical experience working with software solutions, Unix or other command line operating systems, programming languages, scripting languages Aptitude and experience working with back end applications, process development, one or more command line interfaces, database experience, SQL, database development, content development Experience working with production services, database uploads and application production processing Professional experience in investment, investment research or investment banking Interest in learning new technologies and how multiple systems work together Strong writing, technical, analytical, troubleshooting and communication skills Ability to work independently and collaboratively with team members in other offices and time zones Detailed oriented with ability to focus projects that addresses the big picture goals Motivated self-starter with creative thinking Motivated by challenges and a strong desire to learn Documentation, Project and Product specifications, communication Please apply online at www.factset.com/careers It is the policy of FactSet Research Systems Inc. (\"\"FactSet\"\") to provide equal employment and advancement opportunities to all qualified employees and applicants for employment regardless of their race"
"color","pregnancy","sex","\"RESPONSIBILITIES:Kforce has a client that is searching for a Senior Technical Project Manager. Any location, remote is acceptable for this role.Essential Functions: Responsible for leading project teams and managing all activities in a project life-cycle (initiation planning, executing/controlling, and closing) associated with high visibility projects that are long-term, across one or more lines of business and carry a substantial impact to the relevant businesses Interacts with senior leadership and major stakeholders to establish strategic plans and objectives for programs or projects Consults with business partners to clarify and define complex project requirements, budgets and business cases, including statements of work Creates and delivers presentations on program or project goals and plans, including progress reports Responsible for end-to-end program or project management, demonstrating ownership of the entire process from beginning to end Develops and implements program and project level processes, procedures and performance metrics May be responsible for sourcing, negotiating and managing outside vendors Typically manages a family or series of projects associated with a specific business strategy to obtain benefits and controls Ensures program/project-related risks are managed according to the Project Management Policy Leads project staff, including training and providing input to performance evaluations May directly manage 1 or 2 project staff team membersREQUIREMENTS: 10+ years project management experienceRequired (core) skills: Needs to have excellent communication skills and be very polished and professional Needs to have a \"\"consultant-like\"\" mentality and demeanor This candidate needs to have solid technical project management experience managing the full project lifecycle and experience working in a very structured project management methodology environment Excellent soft skills and ability to build good working relationships cross-functionally and across other projects Good detailed project planning skills and ability to manage from a project plan It is a critical requirement that they need to be assertive and be able to successfully \"\"drive\"\" their project team to completion; not just a box checkerAdditional requirements for this requisition: Must have experience leading large project teams Must possess exemplary communications skills specifically to develop solid and lasting professional relationships at senior-executive manager levels Able to act as the project single point of contact for the client and the appropriate technical groups Must have ability to gain and hold commitments from partner/stakeholder organizations and ability to effectively present to senior leadership during monthly steering committee meetings Can act independently to determine method and procedures on new assignments and can act independently to clarify goals and drive ambiguous projects to completion Can anticipate emerging issues and risks and can independently develop strategies to resolve to meet business needs PMP certification is a plus but not required for considerationKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race"
"color","pregnancy","sex","\"RESPONSIBILITIES:Kforce has a client that is seeking a Technical Project Manager. This position can be in any location, remote is acceptable.Essential Functions: Responsible for leading project teams and managing all activities in a project life-cycle (initiation planning, executing/controlling, and closing) associated with projects that are long-term, line of business-wide and medium to high in risk, scope, complexity Consults with business partners to clarify and define project requirements and business case, including development of a statement of work Develops and revises complex project plans and budgets, works with users to understand complex problems and focuses on bringing issues to resolution, escalating as necessary to meet timelines Creates and delivers presentations to senior management on project goals and plans, including progress reports Responsible for end-to-end project management, demonstrating ownership of the entire process from beginning to end Develops and implements program and project level processes, procedures and performance metrics May be responsible for sourcing, negotiating and managing outside vendors May manage a program or a series of projects associated with a specific business function Performs project risk analysis Leads project staff, including training and providing input to performance evaluations May directly or matrix manage1 or 2 project staff team membersREQUIREMENTS: 7+ years project management experience This candidate needs to have excellent communication skills and be very polished and professional Have a \"\"consultant-like\"\" mentality and demeanor Solid technical project management experience managing the full project lifecycle and experience working in a very structured project management methodology environment Excellent soft skills and ability to build good working relationships cross-functionally and across other projects Good detailed project planning skills and ability to manage from a project plan It is a critical requirement that they need to be assertive and be able to successfully \"\"drive\"\" their project team to completion; not just a box checkerKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race"
"color","pregnancy","sex","\"RESPONSIBILITIES:Kforce has a client that is searching for a Senior Technical Project Manager. Any location, remote is acceptable for this role.Essential Functions: Responsible for leading project teams and managing all activities in a project life-cycle (initiation planning, executing/controlling, and closing) associated with high visibility projects that are long-term, across one or more lines of business and carry a substantial impact to the relevant businesses Interacts with senior leadership and major stakeholders to establish strategic plans and objectives for programs or projects Consults with business partners to clarify and define complex project requirements, budgets and business cases, including statements of work Creates and delivers presentations on program or project goals and plans, including progress reports Responsible for end-to-end program or project management, demonstrating ownership of the entire process from beginning to end Develops and implements program and project level processes, procedures and performance metrics May be responsible for sourcing, negotiating and managing outside vendors Typically manages a family or series of projects associated with a specific business strategy to obtain benefits and controls Ensures program/project-related risks are managed according to the Project Management Policy Leads project staff, including training and providing input to performance evaluations May directly manage 1 or 2 project staff team membersREQUIREMENTS: 10+ years project management experience This candidate needs to have excellent communication skills and be very polished and professional Have a \"\"consultant-like\"\" mentality and demeanor Have solid technical project management experience managing the full project lifecycle and experience working in a very structured project management methodology environment Good detailed project planning skills and ability to manage from a project plan It is a critical requirement that they need to be assertive and be able to successfully \"\"drive\"\" their project team to completion; not just a box checkerAdditional requirements for this requisition: Must have experience leading large project teams Must possess exemplary communications skills specifically to develop solid and lasting professional relationships at senior-executive manager levels Ability to act as the project single point of contact for the client and the appropriate technical groups Must have ability to gain and hold commitments from partner/stakeholder organizations and ability to effectively present to senior leadership during monthly steering committee meetings Can act independently to determine method and procedures on new assignments and can act independently to clarify goals and drive ambiguous projects to completion Can anticipate emerging issues and risks and can independently develop strategies to resolve to meet business needs PMP certification is a plus but not required for consideration Prior technology and infrastructure management in a financial services/banking environment is requiredKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race"
"configuration","SHI offers custom IT solutions for every aspect of your environment. Privately-held and under the guidance of our current ownership since 1989","IT asset management and cloud computing","\"About SHI Innovative Solutions. World Class Support. Constantly growing in response to the needs of our customers in all sectors and verticals, SHI has transformed itself from a $1 million \"\"software-only\"\" regional reseller into a $6 billion+ global provider of information technology products and services. From software and hardware procurement to deployment planning"
"Project Manager I","Energy and Utilities","Broomfield, CO 80021"," RES America Construction Inc., located in Broomfield, Colorado seeks a Project Manager I .  Summary: Site based project management of utility scale wind, solar, battery storage or transmission projects costing in the range of $100,000,000 to $300,000,000.  Specific duties:1. Leadership Accountabilities:  Identify, deploy, and manage a high-performing team needed to accomplish business objectives. Provide a positive and engaging work environment by:- hiring outstanding talent;  - aligning individual and team objectives to department and company objectives;- managing and supporting employee development and growth; - providing regular and direct feedback on performance and goal progress. 2. Leads and support the site team in technical, quality and safety, utilizing systems in place. 3. Leads by example to show that safety is the most important function, ensuring that all employees follow safe practices while working.4. Manages the project in budget and schedule as agreed before start of the project. 5. Schedules the overall job with all functions and across all activities between functions, removing obstacles.6. Directs, guides and coaches discipline managers to ensure activities on site are understood and following established processes through quality checks.7. Supervision and coordination of all disciplines for the efficient and safe work output during Project work.  8. Establishes processes for systems and communication lines on site and ensure implementation is consistent. 9. Performs quality control checks to ensure processes are implemented according to the plan.10. Communicates variances, changes and controls to clients and executive management.  11. Manages personnel in a stressful environment to ensure work is the focus and to keep employees engaged.12. Full understanding of all contractual obligations for the project and documentation of variances.13. Ensures that the overall terms of the main contract is passed on to the subcontracts.14. Identifies issues and lessons learned in the field are addressed by the corporate office as feedback to include HSQE, engineering, procurement and development departments in addition to support function.15. Liaises with Client, Government, NGOs, Sub-contractors etc. 16. Revises existing or develop new procedures, documentation and protocol for environmental management system.17. Utilizes Safety Management Systems (SMS), Quality Managements Systems (QMS), Environmental Management Systems (EMS) and technical procedures.18. Integrates EMS into RES Americas Construction, Operations and Corporate areas.19. Performs audit functions on relevant organizations to ensure compliance. 20. Provides the required documents, drawings and other forms to active projects for monitoring and maintaining the EMS.21. Supports developing projects to complete all required permitting activities before commencement.22. Completes audit functions on projects during the construction and operations phases. 23. Insures training is provided and certifications are maintained on field staff to comply with EMS requirements.24. Project Management  25. Communications to include: email interactions, site reports, meetings and teleconferences as needed.26. Budgets controls, Procurement and materials management.27. Follows safety and security procedures and determines appropriate action.  Reports potentially unsafe conditions and uses materials and equipment properly. Qualifications: 1)      Bachelor’s degree in civil, structural or electrical engineering or in construction management; 2)      Five (5) years experience as a project, civil, structural or electrical engineer; 3)      Advanced level of knowledge in:- Safety and OSHA requirements- Scheduling activities logically - Construction- Interpersonal skills   - Planning and task direction-Project Management-Contract management-Managing a fast paced environment-Managing in a stressful environment-Budget Analysis and Controls-QA/QC processes-Vendor and materials management-Leadership-Reading prints & drawings-Team building-Mentor and facilitator-Interpretation of scopes of work-Communications-Internally with executive management, Project Managers, HSQE, Engineering department, finance and Procurement departmental teams.-Externally to clients, owners, vendors, consultants, sub-contractors, municipal and electrical authorities, interconnections and municipalities for permits. 4)      Availability to travel: 1 to 2 site visits per month for 2 to 3 days Salary $138,882  per year plus normal company benefits including health insurance.  Qualified candidates please apply at www.res-group.com referencing 7205. "
"IT Specialist","Computer/IT Services","Kansas City, MO 64101","Company Description:  World IT Solutions rapidly recruits and places the best I.T. professionals for US Government Agencies and large corporate clients. We have extensive experience in the permanent placement and staff augmentation arenas. We pay particular attention to our client's job requirements and shape our recruiting efforts around their specific needs. Our goal is to deliver the most qualified candidates for every position we are asked to fill.Job Description: Pay rate:  $27/hrWe are looking to hire an IT Specialist, SR immediately. This is a great opportunity to join a rapidly expanding and successful team.  We are looking for someone with a hands-on technical background who has effective communication skills.  It’s your chance to work with the best in the industry in a solutions focused environment.    ·         Applies specialized knowledge in a single discipline such as assembly/integration, cross-discipline functions, data engineering, industry expertise, knowledge engineering or legacy evolution. ·         Applies specialization to conceptualize, design, construct, test and implement portions of business and technical information technology solutions through application of appropriate software development life cycle methodology. ·         Interacts with the customer to gain an understanding of the business environment, technical context and organizational strategic direction. ·         Defines scope, plans and deliverables for assigned projects. ·         Collects, identifies, defines and organizes detailed user and information technology requirements. ·         Coordinates and collaborates with others in analyzing collected requirements to ensure plans and identified solutions to meet customer needs and expectations. ·         Confirms and prioritizes project plans and deliverables with the customer. ·         Participates in business and technical information technology solution implementations, upgrades, enhancement and conversions. ·         Understands and uses appropriate tools to analyze, identify and resolve business and or technical problems. ·         Applies metrics to monitor performance and measure key project criteria. ·         Prepares system documentation. ·         Establishes and maintains security, integrity and business continuity controls and documents.·         Participates in special studies. ·         Stays current on emerging tools, techniques and technologies. ·         Assists information engineers on application of specialized knowledge to coding, testing, implementation and documentation projects.  Job Requirements:  10+ years experienceSecurity+MCTS, MTA, MCSAVsphere 5NetApp SAN·    At World IT Solutions, we connect you with outstanding government and corporate positions that are excellent career opportunities. We were founded by former US Navy officers and we are dedicated to providing exceptional IT and Telecommunications services back to the military and to large corporate clients. Along with excellent benefits and competitive pay, we also provide free technical training and certification reimbursement for A+, Network+, Security+, and other applicable certifications. Why join the World IT Solutions Family? At WITS, we believe our people to be our best asset. This is distinctly reflective in our culture, work environment, and most importantly how we treat our employees.WHAT WITS CAN OFFER YOU:·         Design your own benefit plans: Three options of Medical, Dental, and Vision Packages so you can Best Choose What works for You!·         Life/Accident Insurance·         401(K) Matching with Free Planning and Guidance from a Financial Advisor·         Certification Reimbursement to Help You Pursue your Educational Career Goals·         Paid Time Off·         Referral and Performance Bonuses·         Business Casual Work Environment·         And Much More!World IT Solutions, LLC is a full-service consulting firm that specializes in information technology and telecommunications. We provide professional IT and design consulting services as well as engineers and operations specialists to meet military, government, and corporate demands worldwide. We continue to fulfill urgent customer demands by providing cleared personnel across the globe.Learn more at:www.witsllc.com Expand your horizons! APPLY TODAY!Additional Information:All of your information will be kept confidential according to EEO guidelines."
"Word","Internet/Intranet) and Contact Management System preferredWe will be hosting open interviews for all of our sales positions on Tuesday","PowerPoint","\"Randstad is currently recruiting for three openings for Sales Representatives for a Las Vegas based client. The Sales Representative will focus on new business to business account development. This direct hire opportunity will enjoy a host of benefits to include the following:- Solid Base Salary and Commission Potential- Extensive Car Package (Lease/Gas/Insurance/Maintenance Allowance)- Monthly/Quarterly Performance Bonuses & Incentives- Comprehensive 12 week sales training program- Mentorship program- Tablet & AirCard- Annual Recognition Events- 401(k)/Profit Sharing/Employee Stock Ownership Program- Medical, Dental & Vision Insurance Package- Disability & Life Insurance Package- Paid Vacation & Holidays- Career Advancement OpportunitiesResponsibilities include prospecting, cold calling, setting appointments with prospects, presenting programs and meeting a sales quota . Sales Representatives will also transport samples of products for presentations. Client provides a thorough sales training program, including product knowledge, mentorship, sales process and business development strategies.KEY RESPONSIBILITIES- Generating revenue and meeting sales targets- Developing and qualifying leads within respective territory to drive additional sales opportunities through cold-calling and lead generation campaigns- Gathering and utilizing business intelligence on prospects to support sales calls, product presentations and driving new businessWorking hours: TraditionalSkills:Qualifications- High School Diploma or GED required; Bachelor's Degree preferred- Minimum of 1 year outside sales experience or successful completion of a Cintas sales training program required- Valid Driver's License required- New business to business (B2B) sales experience preferred- \"\"Hunter\"\" sales mentality- goal driven and self-motivated- Knowledgeable in Microsoft Office applications (including Outlook"
"Account Manager","Accounting and Auditing Services","Alpharetta, GA 30004","Exciting opportunity to join a fortune 500 HR services company as an Account Manager for a contract to hire role. This is an excellent opportunity in entry level management that will open doors as well as provide experience in the financial services industry.The Account Manager will be responsible for:• Supporting customers with web-based products/services through various channels of communication• Troubleshooting problems while providing excellent customer serviceQualifications:• Bachelor's degree in related field• Excellent customer service skill• 1+ year experience in a customer facing roleCompensation: $19.88/hourlyFor immediate consideration please apply and contact Emily at 404-492-6809."
"Security Engineer","Computer/IT Services","Columbus, OH","Our client is currently seeking a Security Engineer, SOC Analyst. Information Security Engineer (Security Operations Center) Overview: Provide SOC support for monitoring, initial analysis (triage), and initiation of necessary action to address anomalies to normal, or baseline, operation of systems under SOC observation. Understand approaches to false alarm management and alert fatigue Provide SOC support for root cause analysis of systems issues and unplanned outages or other disruptions to normal, or baseline, operation of systems under SOC observation.  Provide SOC support for security incident identification, analysis, and response for systems under SOC observation.  •Understands voice and data communications networks, database management systems, applications systems architecture types.  •Problem solving and analytical ability to do data correlation and root cause analysis, manage big data  •Understands security related systems and tools &; firewalls, IDS/IPS, Proxy Servers, Active Directory, logging, SIEM systems, end-point protection, etc.  •Understands the principles of evidence identification, collection, analysis, chain of custody, etc. •Understands the principles of information security and incident response handling.  •Experienced using IBM Qradar,Splunk, SIEM systems preferred, and supporting logging systems, netflow, configuration management systems (CMDB systems).  •Organized and understands basic project management. Education: Should have a college degree in computer science, focus on INFOSEC preferred. Master's degree preferred. Security certifications like CISSP, CEH or in forensics is a plus. Experience with security systems and SIEM is necessary.  Python, BASH, Perl or other CLI scripting/ programming skills preferred. "
"IT Support Technician","Computer Hardware","North Ridgeville, OH 44039","Compu-Net Systems has an immediate opening for a Client/Server Support Engineer.  Candidates being considered for this position must have at least 5 years of experience working with computer repair, Client/Server networks using Windows Servers and Workstations, have superior customer service skills and able to manage multiple tasks efficiently and effectively.  This position requires travel to customer locations in the Cleveland Ohio area for onsite service. The job duties include:- Level 1, Level 2 Support - remote and onsite.- Desktop PC and Laptop repair / upgrades, hardware and software.- Creating and maintaining customer system documentation.- Installation and support of Windows, Apple iOS and Droid.- Install, service, support, troubleshoot and repair Client/Server environments running Microsoft Windows Operating Systems.- Install, service, support, troubleshoot and repair network infrastructure components including wiring, switches and routers.- Install, service, support, troubleshoot and repair various line of business applications.- Produce and maintain system documentation.- Stay current on Microsoft certifications.- Keep a positive attitude and maintain a professional appearance toward all customers.- Maintain a flexible work schedule as this job may require support on any given day at any given time. Candidates must:- Hold a Microsoft Windows 7, 8, Server 2008, 2012 certification.- Have a high attention to detail with a focus on quality and customer service.- Be able to manage his own schedule.- Be very honest and reliable.- Maintain reliable transportation.- Pass a mandatory background, salary and attendance check. Summary of helpful experience:- Symantec Backup Exec, Endpoint Protection- StorgeCraft Shadow Protect- TigerPaw PSA Software- Labtech RMM Software- TeamViewer, ScreenConnect- Microsoft SBS, Windows Server 2008, 2012- Exchange Server 2010, 2013, 2016- SQL Server- Windows 7 / Windows 8 / Windows 10- Microsoft Office 2010, 2013, 2016- Cisco / NetGear Network Routers, Switches, Wireless- Microsoft Office 365 Administration- Sophos UTM- QNAP Network Attached Storage and VioStor- Hyper-V and VMWare Virtualization- APC UPS and Safe Shutdown software This position has a high potential for growth.  Compensation and rate of growth will be based on performance and dedication.- Competitive Salary with Incentives- Relaxed and fun work environment- Medical, Dental, Vision and Insurance Benefits are available- Tremendous growth opportunities"
"Software Engineer","All","Palo Alto, CA 94301","Senior Engineer – Sound-Relations – Palo Alto, CAIntouch Staffing Professionals, Inc    650 -967-3400    charlie@intouchstaffing.com http://www.linkedin.com/in/techjob Summary: We are looking for an algorithm designer with expertise in sound and language processing algorithmsto join a research team who will be generating progressive language and acoustic processing algorithms.  This is a permanent full-time positionwith a company that has a long history of creating consumer-electronic audio superiority.  With your start-up mentality and your passion for audio and speech algorithmsyou will be the perfect candidate for working with our client’s intelligent audio systems. Responsibilities: We are looking for Enthusiastic Algorithm Engineer with the following in-depth knowledge and experience: Smart speech enhancementAcoustic signal characterization using artificial intelligence techniques Speech denoising and dereverberation using probabilistic modelsDynamic range compressionAdaptive voice activity detectionAcoustic model supervised and unsupervised adaptationAcoustic beamformingSource separation using independent component analysisEnvironmental sound recognition and classificationSpeaker identificationSpeaker diarizationDegrees are required.  We will consider applicants with a PhD with a minimum of 5 years of relevant industry academic experience. You should have experience of 3 to 5 years working with real-world audio systems.  This is a permanent full-time position, no contracts will be given. If you are a match, please forward your resume directly to my attention, include your telephone number I will call you directly.  Provide your availability to interview, target start date, salary expectations. Thank you. charlie@intouchstaffing.com     attn: Charlie Smith    650-967-3400    Intouch Staffing Professionals, Inc           650 Castro Street Suite 120A   Mountain View, CA 94041 "
"Administrative Assistant","Real Estate/Property Management","Denver, CO","CompanyLillibridge is a Chicago-based healthcare real estate firm. Our parent company is Ventas Inc., a Fortune 500 REIT (www.ventasreit.com). As an industry leader, Lillibridge has decades of experience in healthcare real estate and specializes in advisory services, acquisition and development, and property management and leasing of medical office and ambulatory healthcare properties nationwide. One of the largest firms in this sector, we own / manage 24M sf across 450 healthcare properties in 32 states, 200+ markets and 160+ cities. More than 10M people a year visit our buildings to maintain their good health and get well.ResponsibilitiesRetrieves and routes incoming calls in a professional manner and provides customer service assistance as appropriateDispatches and tracks routine work orders to maintenance and janitorial staffCoordinates vendor/contractor services as appropriateMaintain service agreements and assure tenant and vendor certificates of insurance meet all requirementsMaintains and monitors key control and vendor/contractor accessEstablishes and maintains all files, records and databases (e.g., tenants/leases, vendor contract files, maintenance records, certificates of insurance, management reports, etc.)Composes routine professional correspondence using accurate spelling and word usageAssists with lease administration: lease preparation and review, collections, move-in/move out procedures, tenant improvement coordination, tenant relations, event coordination, etc.Assists with financial operations: reviews and codes invoices for payment, prepares time-sheets for approval,  monitors rental deposits, prepares and monitors purchase orders and contract documents, compiles data for annual budgets, etc.Assists with property inspections as assignedResponds to emergency situations in accordance with appropriate policies & proceduresAdheres to all safety standards, policies & procedures, and codes of conductReports all pertinent events and activities to ManagementAssists with the implementation of ongoing quality improvement programsPerforms all general office duties and special projects as requiredOther duties and special projects as assignedRequirementsHigh school graduate, some college preferred2 - 3 years’ experience as an administrative assistantAdvanced computer skills using MS Office applications (Word & Excel a must)Typing speed of 60 – 65 WPMDemonstrated proficient knowledge of and experience with accounting principles & practicesProperty management software experience a plusStrong communication and customer service skills (oral & written) to promote positive client/ tenant relationsAbility to exercise prudent judgment in the absence of supervisory personnel.Ability to organize and prioritize tasks to ensure accuracy and timely completion Lillibridge offers a competitive compensation and benefits package to the successful candidate.Lillibridge is an Equal Opportunity Employer.Lillibridge does not accept unsolicited resumes from staffing agencies, search firms or any third parties."
"Administrative Assistant","Management Consulting Services","Milford, OH 45150","The position will handle the L&D Initial Learning Program (ILP) administration and reporting. Specific duties will include preparation of documents for each new ILP batch, coordination of activities for the duration of each program, and graduation coordination.  This position will work with the Learning and Development team in North America and will be based in Milford, Ohio.  Some travel in US and Canada may be required.ESSENTIAL FUNCTIONS:Generate sign in sheets for each new batchCommunicate with required entities regarding accommodations (hotel, transportation, lunch coordination, etc.)Complete weekly ILP reports to be shared with the India ILP team.Serve as a point of contact for ILP participants for daily queries. Provide front-line email and phone support for ILP. Handle the mass communication responsibilities of ILP events. Managing reports and some data analysis.Assemble and print final certificates and grade transcripts.May include use of the current LMS being used for maintaining student grades and performance data.May include delivery of TCS internal process sessions to ILP participantEDUCATION, EXPERIENCE AND SKILLS REQUIRED:·         Bachelor’s degree preferred 2+ years experience in Administrative, PA/Event organization or Training coordinator required Excellent written and verbal communication skills. Highly organized and detail-oriented. Ability to build and maintain positive and productive inter-departmental working relationships. Excellent knowledge of Microsoft Word, Excel and PowerPoint is required. Willingness to learn LMS systems used by the team (Moodle, ION, etc.)Ability to work within a multicultural team.Excellent presentation skills – ability to lead discussions with participants.Ability to travel in US and Canada as needed."
"Administrative Assistant","Aerospace and Defense","Chicago, IL 60601","JSSI Job PostingAdministrative Assistant, Strategic PlanningJet Support Services, Inc. (JSSI) is seeking a well-qualified Administrative Assistant, Strategic Planning to be based at our Chicago Corporate Headquarters.  Company Description: Founded in 1989, Jet Support Services, Inc. (JSSI) is the world’s largest independent provider of hourly cost maintenance programs for aircraft engines and airframes. JSSI provides its clients with comprehensive, flexible and affordable financial tools for managing the often unpredictable costs of operating and maintaining nearly all types of turbine-powered aircraft, including jets, turbo-props and helicopters. JSSI serves clients around the world by managing maintenance services through its international network of technical advisors.JSSI has always been deeply committed to providing its clients with the highest standard of service and excellence. Our management team is adding further value by developing innovative products and services and expanding into additional markets.  Mission Statement:The mission of the Administrative Assistant, Strategic Planning position is to provide high quality administrative support to the Strategic Planning team.Position Responsibilities:1. Perform a wide range of complex administrative duties, including monitoring departmental e-mails and drafting, preparing, revising and proofreading memos, reports, spreadsheets and charts.2. Manage and process the administrative side of JSSI’s Alliance Program, including tracking and processing payments, organizing contracts and files, and general communications3. Organize and maintain a wide variety of departmental files.4. Process departmental expense reports.5. Maintain and update Company contracts and databases.6. Coordinate meetings and appointments.7. Arrange logistics for requested meetings, including conference room reservations, travel, accommodations, meeting room setup, catering and equipment/supplies, etc.8. Operate a variety of office equipment including a computer, copy machine, calculator, fax machine and telephone; input and retrieve data and text; organize and maintain data storage and filing.9. Assist in tracking and maintaining departmental budget.10. Perform other duties and assigned.Desired Credentials:1. At least four (4) years administrative experience.  Bachelor’s degree is a plus.2. Possess an understanding of basic aviation terminology and practices.3. Demonstrated ability to maintain discretion in all concerns, issues and situations.4. Extremely detail-oriented.5. Exceptional computer skills with expert knowledge of Microsoft Word, Excel, PowerPoint and Outlook.  6. Superior organizational and time management skills, with the ability to be resourceful and to creatively problem solve.7. Excellent verbal and written communication skills with the ability to establish and maintain effective working relationships and to interact positively and professionally with all coworkers across the company.8. Demonstrated ability to take initiative and work independently with little direction.9. History of balancing multiple priorities simultaneously with the ability to adapt to the changing needs of the business while meeting deadlines.10. Possess a strong spirit of service, a genuinely warm demeanor, a positive attitude and thrive in a collaborative teamwork environment.11. Knowledge of modern office procedures, principles of record keeping, basic arithmetic, business letter writing and report preparation, proper English usage and computer applications.Working Environment and Conditions:Work environment characteristics and physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.  Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.* While performing the duties of this job, the employee is occasionally required to stand, walk, sit, reach with hands and arms, climb stairs, talk and hear.* Specific vision abilities required by the job include close vision, distant vision, color vision, peripheral vision, depth perception, and ability to adjust focus.* The noise level in this job is usually moderate.JSSI is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or other characteristic protected by law. To Apply:Interested qualified candidates should complete an online application at https://home.eease.adp.com/recruit/?id=15118331 .  "
"SQL DBA","Management Consulting Services","Charleston, SC","Core SQL Database Administration,  exposure  to Oracle Database administration. Oracle to SQL migration experience. SQL version upgradeAdvanced trouble shooting, Database recovery and Database performance managementDatabase Installation/Upgrade/Update: Database installation/upgrade/update activities may involve  installation of new versions of databases of SQL Server, Oracle database and Informix databases, creation of new instance, applying service packs, applying security patches etc, verifying database version compatibility with application to plan upgrade/update and upgrading the databases to latest versions prior to EOL of database technlogy level. Corrective Maintenance/Performance Tunning: Corrective Maintenance/Performance Tunning activities involve configuration changes to database system and instances to fix any errors or to make it function as desired.Reactive Maintenance/Incident Management: Reactive maintenance activities involve troubleshooting to identify the root cause in case of production problems, applying  immediate  temporary resoultion of an issue and implementation of the solution/work around, providing a  permanent fix of an issue, analysis and response to queries from business or end users. Tasks include incident/ problem logging in incident managing system, problem analysis, correction of incidents, applying problem resolution and documentation.Preventive Maintenance/Maintenance Task:Preventive maintenance activities may involve changes to the databases, which will imporve its performance  and quality, thus making  the databses more efficient. This includes activities such as restructuring of shared memory, distribution of data files and log files, memory, processor configuration etc and implementing more efficient maintenance procedures, creating maintenance tasks/jobs/scheduled tasks in SQL server, Oracle Server, Informix server for backing up of databases and transcation logs, updating  indexes,  stats update, job scheduling using task scheduler and CRON jobs and monitoing of database performance using 3rd party tool like Appdynamics etc.Routine Day-to-Day Task:Routine day-today task may involve verification of verification of backup jobs for databases, updating inventory, database user management, DB space & tablespace management, log shipping, periodic DR testing and recovery, updating existing documents and creating new documents, bacup and restoration testing, refreshing test environment databases, monitoring performance bottlenecks, report preparation using SQL query, applying patches on SQL servers & application servers and co-ordination with SysAdmin Team, Application Team and end users."
